firstName,middleName,lastName,socialSecurityNumber,dob,street,city,state,zip,hireDate,phoneNumber,contactName,relation,emergencyPhoneNumber
Griselda,Katy,Do,622102214,December 26 1987,848 4th Street,COLUMBIA,SC,29216,October 6 1997,295763048,Madaline Gobel,other,859657978
Antione,Randell,Maloon,295461865,January 11 1997,3942 Broken Spoke Lane,GUERRA,TX,78360,October 20 2011,117025685,Agripina Brannigan,extended family,628857549
Lise,Glennis,Stvil,672994071,September 11 1963,505 Dabney Road,PORTSMOUTH,NH,3803,June 16 2013,450614362,Brittny Hankison,other,397602649
Hilary,Lynette,Tuomi,899201080,May 10 1972,0 Coody Lane (Off Of),CLAIROL CO,CT,6922,March 2 2005,698922022,Anh Mcdugle,child,132814247
Rosendo,Chloe,Oltz,767760029,July 10 1950,12426 Fm 949,SAINT PAUL,MN,55133,October 21 2015,831370851,Anneliese Alonza,extended family,141409859
Vicky,Florencia,Wingeier,918716445,October 8 1964,0 I-10,GRAVELLY,AR,72838,September 6 2011,403574580,Audie Miskiewicz,parent,416449422
Rosanna,Celine,Thessing,549902694,April 8 1972,0 Eben Road,WALL TWP,NJ,7727,April 17 2010,828012007,Jeff Eade,extended family,657103525
Opal,Camille,Mccalment,192922890,August 26 1984,1099 Cougar Road,PNC BANK,PA,19182,June 10 2016,515922422,Hoa Beccaria,friend,595946535
Clelia,Lean,Sueda,404566095,January 26 1952,11422 North Fm 331,GRAHAMSVILLE,NY,12740,March 5 2001,144710398,Rosalie Krum,sibling,569839082
Megan,Lena,Zaretsky,221180265,November 5 1951,0 Ward Street,ARBUTUS,MD,21227,January 28 2012,702072506,Lenita Bridger,sibling,594612006
Migdalia,Renna,Boyes,733348423,December 15 1968,1130 Koy Road,DEFUNIAK SPGS,FL,32434,August 8 2013,298716898,Doris Naveed,extended family,294801387
Mignon,Leonora,Sgueglia,307584411,November 8 1962,1746 Tomlinson Road,PROVIDENCE,KY,42450,January 27 1998,147441013,Linn Voss,sibling,290546251
Hedwig,Sang,Pomeroy,998897677,May 16 1971,0 Lange Lane (Off Of),S JAMESPORT,NY,11970,September 5 1994,512412274,Diego Perigo,sibling,793314884
Kenneth,Cinthia,Cruze,283536635,June 5 1993,3076 Sagebrush Lane,ESTO,FL,32425,June 21 2011,253975863,Alfreda Juengling,friend,642865795
Felicitas,Bari,Ferraraccio,700031129,February 6 1993,0 Ferry Road,GRANGE CITY,KY,41049,February 6 1986,323342024,Reanna Petiet,sibling,450404943
Dusty,Robbyn,Khalife,764433465,December 11 1957,9048 Hoff Road,WESTMINSTER,CO,80003,December 30 2014,564358206,Lorna Gradert,extended family,580774715
Patria,Idalia,Petrocelli,595751046,January 7 1993,261 Quail Run Trail,SARGENTS,CO,81248,August 31 1997,824469686,Rebbecca Hutching,parent,203623586
Julianne,Alia,Stiliner,405520869,May 27 1960, ,MC ALISTERVLE,PA,17049,August 9 2004,906962293,Jermaine Bevens,extended family,271486136
Syble,Kendrick,Thonney,501566140,September 30 1950,13656 Lake Road,PITTSBURGH,PA,15260,July 20 1998,671310124,Ena Andreassen,sibling,784274630
Ara,Gearldine,Servis,495803195,August 15 1960, ,FRIEND,OR,97021,July 12 2004,853053229,Nelda Lehnen,friend,848823269
Alycia,Deanna,Lacks,933678857,December 21 1965,402 North Amthor Street,HARBISON,SC,29212,January 19 2007,573272316,Maria Schams,other,171107044
Henrietta,Delmy,Erp,850684834,January 27 1979,2625 Fm 529,LANETT,AL,36863,August 15 2016,343805665,Kirstin Brenhaug,spouse,246489579
Yolonda,Brenna,Mccorry,124006366,March 24 1996, ,DACOMA,OK,73731,September 7 2000,128630533,Serina Chanler,friend,848889723
Jacquelin,Xuan,Thibert,677992865,December 1 1956,7739 Fm 2754,CARMEL VALLEY,CA,93924,April 14 2000,274250787,Genevive Wildenthaler,sibling,649134123
Dallas,Shonta,Mildon,993250573,October 4 1992,0 Meteor Drive,EXTENSION,LA,71243,September 20 1985,382164185,Rossana Finamore,child,216776550
Mattie,Tari,Brouillette,128355407,February 6 1980,5068 Campo Santo Street,LOPENO,TX,78564,January 7 2002,532662185,Dana Stemper,other,834532607
Samatha,Ellis,Mogan,970339308,March 24 1996,6503 Commerce Street,CORFU,NY,14036,February 4 1988,233711799,Brian Difusco,child,596691392
Verena,Sam,Milbourne,940708750,October 24 1981,609 Obryant Street,NEW HAVEN,CT,6535,February 13 2012,554068094,Glynda Franzen,child,713977603
Corina,Margarett,Range,527983450,March 12 1977,403 Fowlkes Street,GRAFTON,IA,50440,November 9 1995,917662831,Roxann Baladejo,sibling,653723429
Felipe,Tommye,Theos,434023718,February 28 1969,0 Fm 949,MANHATTAN,NY,10280,February 7 2010,895858692,Annabel Loth,parent,291279301
Carla,Miranda,Eblin,757728402,August 9 1996,642 Apple Lane,ANACORTES,WA,98221,June 27 1991,306684900,Lovie Fenech,friend,298273014
Kit,Rhonda,Janower,915171236,April 22 1955,8597 Gosler Road,JACKSONS GAP,AL,36861,November 15 1989,420613631,Micha Simonson,sibling,708014057
Laverne,Katelyn,Riesland,899054373,August 2 1952,6050 Fm 2187,WALTERVILLE,OR,97489,February 1 2008,177621908,Jeremy Kuerbitz,sibling,593917205
Kory,Quyen,Partible,394109656,May 16 1975,707 Buttercup Court,BRANCH #1,NV,89704,June 26 2012,338513789,Julietta Heyl,friend,651657907
Amy,Kit,Mcinnis,329568739,April 30 1971,2761 Settlers Way Drive,SOUTH GOULDSBORO,ME,4607,April 6 1989,659295121,Del Whitlock,friend,332096824
Whitney,Barrie,Klonoski,356138901,August 13 1976,15290 Fm 1458,GUILFORD COURTHOUSE NATIONAL,NC,27408,May 30 2014,229664884,Noel Tulino,sibling,500270622
Belinda,Kimberli,Wessner,404341062,May 9 1962,8858 Fm 1371,W MENLO PARK,CA,94025,October 31 2013,767638970,Shawnda Betenson,extended family,752126373
Mohamed,Aundrea,Fucillo,207627813,January 6 1981,4152 Red Dog  Lane,YOSEMITE,KY,42566,October 25 1990,719434382,Rosendo Greenhoward,friend,712163947
Yen,Mignon,Schellin,337603337,March 29 1987,2725 Grubbs Road,FT MYERS,FL,33911,September 25 2000,515876639,Tony Schenkel,sibling,115997010
Williams,Antone,Pelczar,218120272,July 14 1966,228 South Front Street,STROUD,OK,74079,February 6 2011,700003159,Timika Nakano,parent,539637723
Joni,Charita,Moises,358455104,February 7 1962,0 Sycamore Crossing Road,MT GRETNA HTS,PA,17064,April 23 2016,869904390,Candance Cotham,sibling,486216493
Karoline,Marylee,Conliffe,645738055,September 20 1981,0 Fm 1094,TEMPLE HILLS,MD,20752,May 29 1999,884719680,Jarod Kreiter,parent,923981859
Berenice,Thea,Everts,551396479,July 13 1952,1892 Wiese Road,FILBERT,WV,24830,October 8 2004,341256878,Michaela Huhtasaari,spouse,981687227
Floria,Meridith,Rudd,882937820,February 21 1958,105 Briar Ridge Drive,HILLSBORO,OH,45133,December 20 2001,602909154,Giselle Kuharik,other,784541785
Rodolfo,Elroy,Jacckson,743416475,June 27 1993,0 New Bremen Road (Off Of),LITTLE WASH,PA,17241,May 31 2008,972457502,Carylon Reynoza,friend,792475267
Leena,Ronald,Polk,760496126,December 9 1959,13863 Frantz Road,BLOOMINGTON,MN,55420,May 3 2005,419367054,Yer Stetson,parent,841184168
Constance,Janey,Haspel,501386990,October 6 1975,3917 Nelius Road,LA PUENTE,CA,91747,January 24 1994,458643659,Meaghan Plotts,other,346322084
Leanne,Nereida,Mess,124578980,December 15 1978,525 Sweetgum Circle,MANATAWNY,PA,19547,September 23 1985,821123798,Bobbie Gouras,spouse,348875759
Alice,Arianne,Desroberts,809483680,May 24 1957,16608 Hinkel Road,TURNER,ID,83241,December 15 1993,662459601,Torrie Maderios,sibling,425882869
Dionne,Rosella,Erchul,466326611,April 1 1994,0 Sycamore Road,SUNNY ACRES,IN,46733,September 3 2002,403913121,Doug Tyksinski,spouse,590631708
Cleo,Meryl,Sigel,257544316,March 7 1956,0 Ferry Road,BIG ROCK,KY,41777,January 4 1996,149631213,Cheyenne Loll,sibling,609869381
Pilar,Eliza,Esteybar,657912768,August 6 1988,5032 Houston Street,LK IN THE HLS,IL,60102,June 13 1993,210254941,Neoma Brothen,friend,684570282
Stefan,Jae,Escobeo,962390916,February 4 1955,1213 Highway 90 West,CORNERSBURG,OH,44511,March 19 2010,994614234,Max Lemaster,spouse,838391331
Dan,Arminda,Mraz,591822544,September 28 1992,0 Krueger Road (Off Of),GLEN AUBREY,NY,13777,December 31 1998,891756295,Juan Danial,sibling,249435564
Nicolasa,Ayanna,Foeller,888326874,August 4 1955,2161 Mill Creek Road,MONEY,MS,38945,February 6 1989,659417572,Breanne Newman,friend,903631773
Marjory,Dorthea,Lunning,250371024,June 30 1971,0 Miller Road,CERULEAN,KY,42215,July 25 1985,460160803,Marlys Marcelle,child,226364134
Alysa,Sherman,Gaddy,526857585,August 5 1992,1035 East 3rd Street,FEDERAL ENERGY REG COMM,DC,20426,March 6 1989,725258508,Carlie Montminy,sibling,223295796
Lamar,Lieselotte,Brettschneide,555433233,October 15 1950, ,EUGENE,OR,97402,April 16 1987,248295410,Reagan Higgason,friend,631955623
Silva,Jolie,Tatsak,134192491,November 4 1973,5105 Peters-San Felipe Road,MCCORDSVILLE,IN,46055,August 5 2008,783157857,Madalene Suchanek,other,133713735
Shondra,Mora,Chancer,380086809,December 20 1983,2626 Old Columbus Road North,CAYCE,SC,29169,October 15 2004,265266988,Danielle Manning,friend,976382806
Rosetta,Georgina,Sanderfer,626723493,November 28 1997,0 Newsom Road,KANDIYOHI,MN,56251,March 6 1987,553919615,Florinda Germana,friend,720674706
Joselyn,Jalisa,Kazan,896433528,May 2 1978, ,HEALING SPRGS,VA,24445,May 7 2002,815382394,Magnolia Ossola,friend,801298333
Olimpia,Bruno,Horrell,666336317,April 6 1996,0 Palm Road,MANHATTAN,NY,10167,January 14 1997,784085449,Reyna Joneson,spouse,603561479
Carmelo,Antony,Polan,100252881,August 4 1996,0 Cedar Lane (Off Of),MERIDEN,IL,61342,February 20 2013,271075298,Amee Falci,other,605060733
Nellie,Bong,Spiegel,269426428,February 22 1979,5859 Hickory Bend Lane,ATL,GA,30347,September 26 1985,437274709,Lloyd Teder,parent,277646446
Lavelle,Bernarda,Scagliotti,192275127,June 4 1955,3199 Deer Valley Lane,COLO SPGS,CO,80901,September 6 2012,583825269,Izetta Speth,friend,330139623
Jen,Marguerite,Rarden,584633127,November 19 1995,172 Park Road 38,W JEFFERSON,AL,35130,December 23 2004,290614591,Lyman Traweek,spouse,561910817
Teena,Kazuko,Riveron,217607208,April 19 1977,6534 Railroad Street,MIDDLETON,TN,38052,October 3 2003,169297064,Robby Decomo,sibling,890742509
Nancy,Cammie,Massman,466777026,March 18 1954,713 Taylor Street,IMMIG AND NATURAL RECORDS,DC,20539,November 20 2015,835472170,Stacy Sandvik,other,567833419
Delpha,Creola,Linburg,915002413,April 6 1971,0 Johnston Road,WEST SWANZEY,NH,3469,June 6 1997,672790750,Cicely Louis,child,242437645
Denna,Albertha,Lobdell,338935688,August 10 1995,0 Off Fm1456,STRATHCONA,MN,56759,March 21 2011,138095288,Isobel Puerto,extended family,406559813
Liz,Juliet,Mcswain,512972166,July 7 1976,0 Newberg Road (Off Of),BLUE HILL,NE,68930,January 7 2013,966095870,Wilton Mcnally,child,612975098
Tatum,Josephine,Henniger,565099215,May 30 1974, ,PERLEE,IA,52556,May 6 2009,417666477,Juliet Brehant,spouse,756944795
Allen,Francis,Roehm,322872288,January 2 1956,522 Darlene Lane,OKC,OK,73147,December 29 1986,727944507,Don Collaer,friend,671212484
Sandy,Lavonda,Beltrain,334932706,March 26 1961,4558 Orange Hill Road,NW CUMBERLND,PA,17070,January 6 1987,561223236,Clarence Boddy,other,380340035
Mariela,Sharlene,Lattea,523668610,August 6 1954,17323 Fordtran Boulevard,TRAILER ESTATES,FL,34281,November 21 1994,146849321,Lou Leuters,extended family,454053118
Bethel,Matilde,Sheley,795792791,March 6 1991,0 San Felipe Road,SANTA CLARITA,CA,91355,December 26 2005,392388938,Jina Peacher,other,455783499
Tracy,Kaci,Laud,748649651,June 1 1953,622 7th Street,KEENE,OH,43828,May 9 2016,360029919,Iraida Alliance,child,268059191
Eugenio,Lourdes,Markou,509694714,August 2 1970,11291 Emshoff Road,QWEST,MN,55483,June 17 2007,705314757,Delta Ermert,parent,323492410
Sid,Sherice,Mangat,771395533,January 8 1953, ,FRANKLIN,PA,16323,April 14 1995,406640912,Gretchen Farless,other,449805556
Basil,Katelynn,Beteta,192237700,May 31 1957,240 South Lantana Circle,MOUNT VERNON,TX,75457,January 13 2011,939020435,Myrle Stromyer,other,528252419
Ima,Lorretta,Miernik,933256910,February 24 1980,200 Briar Ridge Drive,SOUTH BOARDMAN,MI,49680,September 5 1998,752324640,Vonda Lunetta,parent,597422962
Georgine,Sandra,Boudewyns,432837849,May 4 1959, ,EL DORADO,CA,95623,April 2 2003,308738420,Sydney Armand,spouse,196360600
Rosita,Edyth,Peerzada,254810519,November 21 1986, ,TERRETON,ID,83450,March 22 2002,708368452,Chaya Kornreich,other,663912711
Li,Brunilda,Wojner,250698542,October 2 1982,0 Dotson Street,CROSSGATE,KY,40222,March 29 2010,899152423,Sharlene Cornelio,parent,720079470
Angeles,Gwen,Underkoffler,862538482,April 20 1991,0 Bluebird Lane,SOUTH HILL,WA,98373,July 5 1993,169027770,Andre Yaws,parent,942904169
Maranda,Lilliana,Politi,806910428,August 28 1971,0 Wren Lane,HEAFFORD JUNCTION,WI,54532,May 23 1999,714752424,Jessica Fackler,friend,357897101
Kenyetta,Seymour,Pedralba,233565638,November 11 1980,0 Willow Road (Off Of),CRAFTS FARROW,SC,29203,April 3 2000,569906431,Anibal Galbreath,extended family,640218239
Robbie,Melda,Dickun,241500148,September 20 1970,920 Meyer Street,PALO VERDE,AZ,85343,August 30 1996,641016581,Tiffany Vanwechel,other,644000679
Maira,Lavonia,Pille,495857613,February 20 1968,0 Eberly Ranch Lane,LAWHON,LA,71068,April 19 1998,297118358,Miles Perlich,extended family,843973747
Karl,Takako,Prom,305158949,May 3 1982,23326 Double R Lane,SHARON,MS,39163,September 27 2014,898828604,Jazmin Neman,other,378933631
Donovan,Izetta,Rhule,709948411,March 4 1955,718 Ward Street,CHATT HILLS,GA,30268,May 14 2012,568185585,Doretta Salaiz,spouse,314551579
Odell,Robt,Olcott,702234213,December 7 1985,0 Cedar Lane,E WALPOLE,MA,2032,February 1 1993,336433321,Arie Barlip,extended family,199034889
Nelia,Jermaine,Brandenberger,328075322,January 12 1951,226 Willow,DALLAS,TX,75326,March 31 1988,751589573,Michel Runswick,friend,369468216
Doreatha,Diego,Brodzik,596255044,February 3 1982, ,BIG ISLAND,VA,24526,January 21 1993,247250941,Conception Schenfeld,extended family,784500380
Fairy,Lloyd,Icard,965546217,August 11 1964,166 Koy Road,CENTRAL BRG,NY,12035,March 23 1998,481353444,Daina Prociuk,other,241502355
Gloria,Carolann,Voisine,367119919,March 21 1994,2271 Chickadee Lane,MINNEWAUKAN,ND,58351,January 12 1992,687873634,Dagny Hurlebaus,child,315253391
Lucinda,Ilana,Leitner,101168283,July 29 1988,1401 Fm 1457,ROCKFORD,WA,99030,June 6 1991,668200729,Camelia Syring,spouse,619096398
Khadijah,Frederick,Slenker,663866091,May 26 1983,3422 Lazy River Drive,MOSS BLUFF,TX,77575,December 20 2004,294358771,Shan Birner,extended family,156684919
Pricilla,Alda,Labrecque,833497906,May 16 1951, ,WINFIELD,WV,25213,September 4 1996,270355794,Hoyt Rigney,friend,212388473
Meg,Jude,Kump,105879444,April 27 1964,158 Buenger Road,CENTER CITY,MN,55012,October 11 2009,913248480,Marquita Thelemaque,spouse,701092101
Davis,Keneth,Villeneuve,578324192,January 3 1960,920 Meyer Street,FAIRHAVEN,MA,2719,November 9 1987,599003214,Luanna Benbrook,other,725928540
Alfreda,Georgeann,Sasnett,634128328,August 19 1992,17426 Hinkel Road,CRESCENT,TX,77488,May 23 2012,119261513,Elease Agresta,sibling,888603877
Buford,Vance,Skulski,881915162,September 20 1992, ,QUEEN CREEK,AZ,85227,January 11 2009,928329323,Sheree Hanz,extended family,808336034
Therese,Harriet,Bloye,161603282,October 9 1951,7118 Janicek Street,WARREN,MI,48091,January 19 1988,837934387,Lynette Farug,parent,527773542
Elanor,Omega,Rapelyea,711810582,January 19 1987,3105 South Fm 331,QUINCY,WA,98848,October 29 2006,313884150,Marty Lisowe,other,511451744
Renita,Melony,Flechas,376131190,July 28 1974,526 High Meadows Road,ANGLESEA,NJ,8260,February 15 1992,118184067,Eliz Schwegel,extended family,561017798
Damion,Petra,Halsey,250951329,July 9 1982,9491 Rocky Road,WARNER,OH,45745,January 25 2005,100121975,Jama Ferries,sibling,546939560
Sidney,Chanda,Degrazia,290067700,May 19 1963,0 Brockstein (Off Of),SOUTHBORO,MA,1772,November 16 2013,757313433,Vergie Forlivio,friend,114800607
Rita,Tiffiny,Burbridge,976244741,October 28 1957, ,CENTERPORT,PA,19516,September 13 1990,596235149,Devin Rexford,parent,420263679
Anjelica,Ludie,Mirles,539448422,January 3 1974,0 Hillboldt Road,GREEN OAK TWP,MI,48116,November 29 1998,705809012,Sylvester Colgate,extended family,915950894
Maryanne,Lucilla,Gradowski,424764413,June 1 1976,210 North North Hardeman Street Street,STONE RIDGE,NY,12484,April 25 2005,195057766,Otha Osteen,parent,642397043
Charlene,Maragaret,Lenox,812830739,April 12 1969,3923 Brooks Road,SKYLINE LAKES,NJ,7456,October 29 1986,218750311,Ginny Petkoff,extended family,981753145
Nicholas,Enrique,Greenlief,201099698,November 6 1987,0 Norcross Road,TURNER,ME,4282,August 20 1999,102591643,Blanca Mcguiness,friend,933840178
Suellen,Nila,Sudweeks,738551348,March 14 1986,1796 Gebhardt Road,LONG BARN,CA,95335,May 13 2007,658063713,Albert Brophy,friend,326385466
Kendal,Lakeshia,Laroux,330265907,December 25 1952,0 Fisher Road (Off Of),COLORADO D M V DEPT OF REV,CO,80243,August 17 2002,883739297,Tari Denison,child,807314715
Ji,Lou,Gionfriddo,203170931,September 10 1995,1476 Woody Lane,SAINT ROSA,MN,56331,April 22 1998,729448883,Florentina Dalonzo,friend,904763454
Vashti,Cherly,Serianni,620363050,February 21 1990,1634 Keele Lane,JOHNSTOWN,OH,43031,April 10 1998,234701928,Rosalyn Demorrett,friend,932050347
Bobbie,Iva,Shahid,686616094,April 14 1973,0 Mill Creek Road  (Off Of),CLERMONT,FL,34714,September 22 2013,389757261,Micah Dunnegan,spouse,507681777
Tina,Leonore,Gip,137066392,June 2 1960,0 Dogwood Street,CAVE JUNCTION,OR,97531,July 5 2011,784231277,Markus Beebee,extended family,979553047
Ernest,Tomas,Morioka,627546303,June 17 1968,6410 Hozak Road,SOUTH FREEPORT,ME,4078,December 18 1995,526024775,Coretta Fleming,spouse,561065988
Zandra,Keven,Kofa,663222624,June 15 1982,0 Ashorn Lane,LIEGE,MO,63333,May 30 2009,847972642,Essie Clute,extended family,937206072
Alexis,Mathilda,Eliason,220787325,July 3 1951,5241 San Felipe Drive,MABEL,NC,28698,December 12 2008,263304863,Ronna Argetsinger,extended family,184831963
Keisha,Jasmin,Jacquot,987423336,August 16 1970,0 6th Street,SAINT JOSEPH,MO,64508,February 22 1985,304394545,Christian Vernon,friend,159535138
Tabitha,Clarissa,Baitg,265739622,May 16 1958, ,LEAVENWORTH,KS,66043,April 12 2005,342900555,Oscar Altavilla,other,661911072
Kylie,Gudrun,Vaccaro,337484736,June 26 1957,1975 Klopsteck Road,HILLTOP,AZ,85632,May 29 1986,892601568,Mirian Landrie,friend,438421507
Tereasa,Marcellus,Detullio,247386148,May 24 1991, ,SAN DIEGO,CA,92105,July 21 2005,749483503,Agustina Noviello,friend,619988016
Lee,Son,Welner,911266376,October 20 1975,0 Fm 1094,BENTLEY SPRINGS,MD,21120,October 20 1985,515440991,Tarah Abo,parent,992365429
Eli,Vernita,Gaughan,730219121,April 16 1983,525 Sweetgum Circle,LECANTO,FL,34461,June 3 2001,589774281,Deanna Heslin,extended family,962902396
Karon,Lucina,Klute,707138341,June 9 1978,0 Beckendorff Road,SUTTON,NH,3257,July 10 1996,952945977,Sudie Burgdorf,child,653920665
Elroy,Flora,Blore,768851724,August 11 1979, ,GLENNALLEN,AK,99588,February 8 1986,507745349,Ardis Fantauzzo,spouse,616911507
Rick,Kaylee,Leske,179519612,November 27 1968, ,LANOKA HARBOR,NJ,8734,April 23 1987,986954914,Bonny Dollard,spouse,924907000
Sean,Serena,Duplaga,499482025,February 1 1964,0 Obryant Street,LOUISVILLE,NE,68037,April 9 1997,193431685,Magaly Filan,child,901461843
Shayna,Beaulah,Kullman,837059606,May 15 1951,825 5th Street,WEST BEND,IA,50597,May 15 1988,316789028,Myrle Donkor,sibling,545670330
Meg,Martine,Canney,434380847,April 14 1955,14006 Newberg Road,MOUNT OLIVE,OH,45106,May 7 2004,622071980,Jonas Nieder,friend,853074050
Ahmad,Celina,Bonito,918959914,June 3 1978,0 Orange Hill Road,LINVILLE FALLS,NC,28647,March 16 1992,115678037,Monserrate Rosie,sibling,110641264
Aileen,Charise,Credit,571261710,June 26 1980,27341 New Bremen Road,AKRON BEACON JOURNAL,OH,44328,August 28 2016,276067145,Homer Masseria,parent,743645498
Terica,Rachel,Nemani,771309362,June 15 1954,1409 Bob White Trail,CUBA,AL,36907,March 22 2016,469154008,Page Husselbee,sibling,954328117
Polly,Lawerence,Gaser,183281214,January 25 1960,608 Westview Terrace Circle,COLUMBIA,MO,65205,March 26 1987,718685050,Jayme Sepe,extended family,846095260
Amy,Viola,Mcmurtrie,553745050,September 27 1962,0 Highway 36 (Off Of),CITRUS HEIGHTS,CA,95662,February 5 1998,929280424,Dick Miska,other,924685396
Kitty,Dorris,Verdugo,529467516,August 9 1967, ,HOOPPOLE,IL,61258,January 11 1995,631047637,Mahalia Tilzer,friend,326928751
Verline,Jaqueline,Peroutka,426807297,August 27 1988,0 Mertz Lane (Easement Island R02569),DAUPHIN ISLAND,AL,36528,March 24 2011,465180290,Elisha Fauske,child,472984239
Davis,Veronique,Peed,623979595,January 30 1979,10899 Highway 159 East,RIVER FOREST,IL,60305,June 6 2012,104135395,Micaela Ellie,sibling,539036334
Melody,Felipa,Desfosses,552514893,May 31 1956,0 Teleford Lane,GLENDALE HEIGHTS,IL,60139,June 30 2015,242140700,Edris Beuttel,extended family,287767756
Florentino,Nolan,Haupert,903589395,May 13 1991,25 West Lewis,SACRAMENTO,CA,94208,February 12 1995,417698867,Codi Freidman,parent,561848127
Hortencia,Karisa,Ozawa,221373897,June 13 1979,939 Tiger Lane,VADNAIS HEIGHTS,MN,55127,May 11 2011,993312704,Camille Mctague,child,425538653
Lashawn,Josphine,Pawlowicz,212427096,November 21 1983,9955 Pecan Hill Lane,KELLIHER,MN,56650,July 23 2006,796375132,Lorrine Cassa,sibling,788774987
Jerrod,Leo,Didway,945613259,May 11 1986, ,ROCK CREEK,OH,44084,June 15 1996,982834585,Merri Lousteau,parent,281262890
Zina,Kellee,Cyrus,781038160,February 4 1960,1901 Newsom Road,BITAHOCHEE,AZ,86031,February 23 1997,129211938,Nyla Bramlett,extended family,203531699
Maryalice,Fallon,Micheletti,414213399,December 18 1980,0 Mound Road (Off Of),SAINT PETERSBURG,FL,33701,July 10 2004,693669413,Daniel Mehrens,child,959793396
Ricki,Vannesa,Waymon,461319086,July 26 1972,617 Ez Lane,DIVIDE,IL,62889,July 22 1996,677374142,Clarence Sfatcu,extended family,463269031
Casie,Sun,Paskett,834497635,August 16 1986, ,HARMONY,CA,93435,January 30 2007,702581886,Efren Rambert,spouse,165563474
Troy,Lucy,Kanwar,611505013,April 26 1955,1048 Fm 1456,ARK VALLEY CORR FACL,CO,81034,January 22 2014,992163712,Jayme Mani,sibling,124170217
Cassondra,Charity,Jennette,317867994,November 29 1977,0 Highway 36 South,IRISH CORNERS,NY,12916,June 15 2013,946941771,Helga Nitsche,child,806453548
Carletta,Adrian,Square,826098744,September 3 1962, ,MURRAY,IA,50174,July 28 2000,873674377,Kam Hannam,extended family,696973202
Diego,Beulah,Ronhaar,144798955,August 14 1983,1131 Frydek Road,QUAKER HILL,CT,6375,March 13 2016,410327271,Ollie Kennelley,friend,791117025
Corey,Oleta,Mumme,817912718,May 23 1971,4538 Schoenau Road,CHARLOTTE,NC,28265,November 1 2012,632413285,Zina Verlato,extended family,209374558
Santos,Madaline,Saugis,443505105,February 14 1968,7414 Highway 60,GRISWOLD,IA,51535,June 11 2011,696542816,Keli Mcmaster,friend,793218174
Darron,Sadye,Goehl,575138461,June 28 1980,0 Brooks Road,HARRISBURG,PA,17101,September 29 2009,470982310,Retta Gathing,friend,519005792
Edwardo,Gabrielle,Mortensen,775762133,November 15 1970,233 Daniels Street,DARLINGTON,SC,29532,July 31 2007,463431383,Sang Kano,sibling,315381010
Karissa,Ghislaine,Ferraro,100893552,May 28 1979,1669 Peters San Felipe Road,UNIVERSITY OF FL,FL,32612,February 20 1997,890281817,Charley Kawa,child,865135590
Patrice,Karie,Westerholm,366107355,March 7 1980,0 Fm 109,MONTGOMERY,PA,17752,February 24 1992,410959242,Patti Burtchell,spouse,738006119
Sarai,Courtney,Mckeand,859794171,May 17 1952,210 Briarwood Drive,COSTA,WV,25051,November 15 2013,990482289,Deedra Pence,spouse,655868732
Karissa,Johnie,Waetzig,971943797,March 7 1954,7306 Railroad Street,FORT WAYNE,IN,46807,September 10 2008,373124742,Luna Kaneshiro,friend,509751470
Eugenio,Randee,Witry,892968000,April 10 1954,3632 Mixville Road,CLIFTON,ID,83228,October 19 1992,387942428,Malvina Rissman,spouse,257746566
Jana,Dominick,Buccellato,442716195,November 11 1971,6346 Highway 36 North,IBEX,KY,41164,July 28 2009,934375323,Jule Caryl,other,577099789
Warner,Marchelle,Rohrbach,155203912,March 21 1975,306 Jackson Road,HOWELLVILLE,TX,77411,April 16 2005,998010058,Robert Latimer,spouse,519606631
Ricky,Marjorie,Malboeuf,288062173,October 14 1974,825 5th Street,SNOWLINE CAMP,CA,95709,February 8 1999,860926961,Angelina Pence,spouse,258194868
Laquita,Marin,Rushe,784711012,May 3 1965, ,S WASHINGTON,IN,47501,August 19 2007,143841033,Sue Hollerman,friend,716567699
Alverta,Jenny,Moehn,685337627,August 13 1986,16831 Fordtran Boulevard,LONG IS CITY,NY,11104,November 30 1985,211625020,Olive Easterling,parent,212603105
Arden,Shonda,Brinkly,244752063,March 10 1964,1962 Grubbs Road,WICHITA,KS,67235,March 8 1989,582558152,Kayleen Rodrequez,friend,523247517
Kelley,Melony,Shiner,234789459,May 5 1958,212 Duerr Drive,CAMPBELL,MO,63933,July 5 1997,326160644,Donetta Tacheny,child,813864720
Hisako,Lillie,Cumberlander,408181241,March 8 1964,4394 Northeast I-10 Frontage Road,CLINTON,UT,84015,November 6 1992,892739067,Gaylene Treworgy,child,608907385
Rueben,Mathilda,Noris,880450263,October 10 1962,13405 Highway 36 South,PETERS,TX,77474,November 26 1999,208392266,Caitlyn Upton,child,689098581
Launa,Vincenza,Sinquefield,670046902,July 9 1984,4925 Meadowlark Lane,HOYTE,TX,76520,August 16 2011,527791676,Tyree Buquo,sibling,818199885
Kyoko,Alice,Greenlow,182045521,May 6 1971,421 North Hunt Street,WICK,IA,50240,April 2 2013,255488989,Alexa Droggitis,other,591409705
Bettie,Shanti,Shenton,322751637,November 20 1957,1733 Jackrabbit Road,PACKARD,IA,50619,March 14 1995,305613295,Timothy Kotrba,other,847563788
Violet,Luciano,Salman,159263078,August 17 1962,2497 Grubbs Road,GALLAGHER,WV,25083,January 13 2013,879317589,Terri Gravley,parent,531750984
