firstName,middleName,lastName,socialSecurityNumber,dateOfBirth,postalAddress,phoneNumber,hireDate
Deedee,Keenan,Frentzel,295313773,October 14 1987,1349 Terri Avenue SEALY Texas 58453,372862004,September 29 2006
Ofelia,Harmony,Manemann,742373446,November 22 1988,10903 Fm 1458 SEALY Texas 39958,322657682,December 22 2013
Les,Lue,Mraw,123019988,June 18 1977,396 Newcom Lane SEALY Texas 42517,640564901,October 10 2015
Leonida,Jamison,Lossius,761294422,April 30 1962,   Texas 66584,910689693,November 27 2014
Roseanne,Sheree,Cheever,359158686,September 20 1965,   Texas 58591,751582507,October 21 2010
Jenniffer,Veola,Leung,896175056,June 23 1982,933 Silliman Street SEALY Texas 24399,448612650,March 20 1988
Elva,Hugo,Mcneal,806380977,April 30 1972,0 Elm Street NEW ULM Texas 21917,658852069,October 29 2015
Charline,Keila,Regan,845937866,June 21 1961,5032 Houston Street  Texas 88686,967386326,April 12 2015
Myra,Qiana,Glasier,484986889,December 17 1956,7311 Highway 36 South SEALY Texas 64207,430732752,October 21 2007
Holli,Bennett,Fetter,513549129,August 13 1990,   Texas 30098,733973635,November 5 1990
Haley,Fonda,Vegerano,103568951,March 28 1963,0 New Wehdem Road  Texas 28986,771001478,October 16 1990
Maple,Thalia,Loperena,855048613,February 13 1957,0 Johnston Road WALLIS Texas 42134,789115227,March 4 1995
Sharron,Vivian,Baddley,617593003,November 4 1996,0 Krueger Road BLEIBLERVILLE Texas 14883,244763279,April 14 1993
Francisco,Broderick,Friberg,561335145,July 13 1951,226 South Matthews Street BELLVILLE Texas 64926,709879821,September 30 1986
Kristin,Joanie,Voyles,224780998,October 24 1961,0 Beckendorff Road  Texas 52065,128135511,November 3 1987
Olevia,Terresa,Campain,601662888,September 10 1969,1896 Hillcrest Drive SEALY Texas 89984,417111456,February 16 1991
Sofia,Suzanna,Cash,198318422,September 25 1994,0 Hwy90  Texas 83869,269615102,June 27 1992
Mahalia,Dia,Ruff,727181555,June 14 1994,28142 Hermsdorfer Lane NEW ULM Texas 58334,741148250,July 17 2014
John,Pamela,Whitheld,729127289,August 7 1976,1023 Brandywilde Circle SEALY Texas 95923,632166811,July 16 2007
Charlott,Andre,Romiro,281865891,November 3 1986,338 Hill Street SEALY Texas 94028,532511581,April 14 1999
Doug,Akiko,Loehrs,212603318,July 24 1966,305 Hill Street SEALY Texas 25115,546124155,May 15 2015
Letisha,Lai,Roddenberry,443796191,May 17 1974,0 Wiecker Road  Texas 83710,828853739,June 15 1997
Yahaira,Gigi,Burlin,197628676,July 28 1988,3880 West Ueckert Road BELLVILLE Texas 69507,673759119,May 23 2016
Cristin,Gwenn,Sperling,779884414,March 27 1969,0 Tiemann Road  Texas 66700,559932179,September 23 1992
Marilyn,Nanette,Stanier,614094459,April 10 1988,12545 Newberg Road CAT SPRING Texas 21489,482574676,August 31 1994
Misty,Houston,Noris,535634811,March 21 1956,2217 Peters San Felipe Road SEALY Texas 55951,731818263,November 26 2005
Lucrecia,Fredricka,Pautler,205790961,March 29 1950,8755 Southeast I-10 Frontage Road SEALY Texas 20923,372665745,January 14 2002
Garth,Laurena,Calbert,153172399,April 17 1965,0 Mill Creek Road CAT SPRING Texas 38897,696450702,June 13 2007
Mee,Anja,Delellis,537976342,April 29 1982,4242 Post Oak Point Road NEW ULM Texas 43904,566476521,January 27 1990
Paulina,Raymond,Rowlett,356286409,January 18 1959,   Texas 75369,597949377,September 3 1990
Oda,Andres,Uoy,991284944,June 17 1983,0 Center Hill Road  Texas 28993,470491062,January 18 2000
Tamatha,Austin,Miyao,312280882,July 14 1956,0 Spiess Road  Texas 22677,831195384,January 24 1990
Lily,Whitney,Cocran,237385385,June 6 1965,6141 Ward Bend Road SEALY Texas 94623,967301924,June 20 1985
Margareta,Doreatha,Lobasso,564599314,March 29 1990,1476 East Fm 1093 WALLIS Texas 12181,537870579,September 16 2010
Amanda,Marlo,Loisel,656890494,September 11 1982,   Texas 24120,813518685,September 25 2007
Roseanne,Doug,Howat,976027288,September 29 1985,3568 Highway 36 North BELLVILLE Texas 37044,360692428,September 28 1999
Dorthy,Keva,Mclester,569832549,September 9 1954,6603 Harry Street  Texas 23729,760451718,December 9 1985
Normand,Laine,Hofstadter,264251746,September 20 1950,9369 Highway 159 East BELLVILLE Texas 83650,836666075,May 27 1985
Darcy,Philip,Trautman,215366389,October 1 1960,0 Fm 1457  Texas 51728,897722471,May 17 2001
Reyes,Marielle,Livigni,895076105,February 7 1959,0 Grubbs Road (Off Of) SEALY Texas 13931,416935449,May 30 1986
Lucas,Hayden,Dome,825501512,April 6 1976,201 Willow SEALY Texas 85621,948131914,August 15 1996
Jamey,Jamal,Woytowich,105006170,November 17 1961,769 North Granville BELLVILLE Texas 18476,984815776,January 8 2004
Eugena,Genaro,Eckmann,471287156,February 22 1962,0 Goeke Road  Texas 19302,329423711,October 16 2008
Mohammad,Christie,Folkins,596515543,May 22 1970,0 Highway 159 West @ Kamas Road  Texas 80119,308833014,October 30 2005
Antonietta,Mozell,Mehring,626105770,April 8 1983,7691 Hoppe Sister Road NEW ULM Texas 72512,595106037,March 13 1986
Sudie,Camelia,Mogannam,114296773,April 26 1950,0 5533 Front Street  Texas 30211,716525615,March 2 2007
Carmelia,Marisela,Hashimoto,445141275,July 5 1993,426 Krause Road NEW ULM Texas 92999,283281475,August 7 2013
Carole,Berenice,Hautala,108363069,July 6 1996,813 Highway 90 West SEALY Texas 69080,833257094,October 7 1987
Sachiko,Carisa,Bregon,331679810,August 14 1961,0 Hinkel Road CAT SPRING Texas 34163,436449234,June 25 2003
Janelle,Lashaunda,Zwinger,695084236,October 19 1983,5327 Fm 2187 SEALY Texas 93357,872661937,July 16 2014
Flora,Tegan,Schons,577114867,February 28 1951,   Texas 81870,114399694,July 6 2009
Ross,Lasandra,Vanuden,276154699,October 11 1963,9185 Highway 159 West BELLVILLE Texas 84767,239356115,June 7 2002
Larry,Pamelia,Chirdon,173245346,May 26 1985,5079 Eveline Road SEALY Texas 97568,450465267,May 15 2012
Shavon,Lola,Baskette,890072870,February 23 1992,262 Old Columbus Road North SEALY Texas 42409,556377818,September 24 1987
Mary,Cheree,Hartup,701988268,June 17 1977,5870 Kuykendall Road BELLVILLE Texas 67106,403307961,December 14 1990
Ila,Tyisha,Greg,583870982,September 6 1979,2040 Green Meadows Drive SEALY Texas 86976,229113191,November 16 1988
Jeanett,Amal,Duchene,481735481,October 28 1989,0 Star Hill Road (Off Of)  Texas 86923,622837234,September 15 1989
Louann,Raleigh,Hornbarger,873419360,August 12 1956,4116 Stokes Road BELLVILLE Texas 15310,522272988,August 1 1993
Kiara,Hester,Shuttlesworth,562451911,June 17 1962,337 Dotson Street SEALY Texas 80170,981420182,December 18 2014
Wilma,Mitsue,Ulsh,138424999,February 4 1989,10443 Hosak Road   Texas 15322,748320979,May 1 2000
Luise,Twanda,Ezernack,307875858,September 13 1962,2623 Centerhill Road BELLVILLE Texas 83089,157868581,August 13 2005
Haydee,Caroline,Rahimi,788973440,May 1 1993,0 Brazos Hill Lane SEALY Texas 78798,634557854,July 5 2011
Ashlie,Pablo,Goodpasture,925902297,May 31 1973,   Texas 97358,900298508,November 13 1996
Ivonne,Demarcus,Handkins,370785656,April 3 1985,2050 Lauren Lane SEALY Texas 45861,165211728,September 12 1990
Rosena,Tegan,Mesler,123913202,June 9 1988,914 Atchison Street SEALY Texas 32765,919331027,December 5 2009
Doris,Darell,Vandewege,408875330,August 12 1973,0 Thomas Street SAN FELIPE Texas 43695,746196158,July 22 1996
Felisha,Mardell,Jeoffroy,389406941,January 13 1996,10557 Lourdes Road SEALY Texas 39236,270646740,August 26 1992
Adah,Johnny,Blayney,547532031,December 18 1975,386 Fm 389  Texas 21145,348921692,October 7 2003
Cecille,Loreen,Febus,166148357,March 25 1976,403 North Granville Street BELLVILLE Texas 10784,106970530,December 25 1999
Elma,Veda,Duszynski,437995282,February 22 1984,4039 Fm 1094   Texas 13561,289379744,August 7 2014
Doreen,Jalisa,Bruney,199031887,July 19 1989,2105 West Fm 1093 WALLIS Texas 41422,206430919,August 19 2005
Joshua,Janice,Kipps,974231988,February 1 1979,0 Jones-Wilke Road CHAPPELL HILL Texas 70908,846786146,September 4 2014
Daniella,Malka,Brightharp,617171969,January 4 1972,234 Quail Run Trail BELLVILLE Texas 64381,495133696,May 21 2002
Kerry,Melda,Underdown,138235588,November 11 1957,7067 Fm 2187 SEALY Texas 10121,727942640,July 24 1995
Lahoma,Zenaida,Zanola,273103763,December 15 1992,0 Eckermann Road  Texas 38437,365871864,August 5 2002
Priscila,Kathie,Masson,106511530,September 8 1978,0 West Fm 1093 WALLIS Texas 56685,518152312,December 21 2016
Richie,Marna,Hannan,138517597,July 28 1969,116 Lost Lane BELLVILLE Texas 75844,277261093,February 4 2011
Natividad,Minh,Timmermann,692125628,November 8 1961,   Texas 13570,904450515,September 4 1994
Kimbery,Deloris,Hashimoto,304232428,October 21 1962,115 8th Street SEALY Texas 74792,184277559,July 25 2000
Yuri,Pedro,Sheehy,466028253,December 18 1979,7558 Schoenau Road BRENHAM Texas 19450,612963816,August 29 1997
Nubia,Florentino,Ramsburg,248138368,March 8 1971,200 Skalak Road BELLVILLE Texas 99740,674154918,February 21 1994
Maria,Winter,Bergstedt,867425483,October 21 1983,15522 Fm 1458   Texas 45256,318706155,May 1 2009
Brandee,Harry,Deleo,522049186,December 11 1951,785 Bader Road BELLVILLE  Texas 87080,943780322,February 9 1995
Jerrod,Verna,Budzik,986785538,April 11 1965,304 North Fowlkes Street SEALY Texas 94852,485812162,March 2 2000
Lenora,Tisa,Kolodzieski,692679747,November 21 1958,108 Bluebonnet Drive BELLVILLE Texas 72873,874962917,February 8 2015
Adriane,Blanca,Russum,183614287,June 1 1955,0 Warner Road BELLVILLE Texas 74305,400289145,July 8 2003
Melita,Ricarda,Rioz,327619565,December 10 1985,1897 South Tesch Road BELLVILLE Texas 87654,222017159,April 8 1989
Rolland,Janis,Kubisiak,492321543,July 28 1978,1015 South Mechanic BELLVILLE Texas 65768,410466539,February 27 1989
Joannie,Kristin,Fulwood,791962312,May 14 1970,0 Lazy River Drive SEALY Texas 59284,287731493,March 29 2007
Walter,Myriam,Kerr,517174009,May 18 1989,0 Track Road  Texas 18520,785503585,March 14 2003
Kena,Yolanda,Vellucci,661368110,October 19 1980,0 Hoppe Sister Road (Off Of NEW ULM Texas 84481,405638481,February 4 2003
Thi,Delora,Line,126279426,March 19 1953,8 North Granville Street BELLVILLE Texas 86787,606085274,October 22 2008
Kittie,Letha,Armas,232404859,June 19 1969,350 East Glenn Street BELLVILLE Texas 88933,381164958,September 14 1994
Ariel,Melissa,Ratterree,915490011,May 30 1955,0 U South Highway 90 SEALY Texas 33321,378734915,October 30 1994
Jaqueline,Debora,Cannaday,639107322,May 18 1962,6120 Gresham Street WALLIS Texas 82914,945254029,March 16 2011
Coleman,Lillian,Weflen,427713658,October 20 1993,0 Antonio Martinez Street  Texas 99738,704377880,March 5 2004
Shela,Angelica,Vanderwerff,957309739,June 7 1957,5655 Verm Road  Texas 97238,600889182,August 27 1995
Buena,Tatum,Sins,618974714,November 20 1958,1009 Brandywilde Circle SEALY Texas 10640,969722068,August 5 2007
Oda,Lan,Deaderick,985390709,March 14 1993,6996 Fm 1458 SEALY Texas 83523,666021093,March 31 1993
Myrtice,Marissa,Mollberg,858208932,June 28 1996,1537 Highway 36 SEALY Texas 13618,976929082,January 4 2007
Lizette,Anya,Giandomenico,144998407,August 10 1968,0 Kenney Hall Road KENNEY Texas 73351,542052248,November 21 1994
Temple,Demetra,Yungclas,717680718,October 29 1963,1217 West Main Street BELLVILLE Texas 52496,491629418,December 3 1994
Janeth,Glayds,Babiarz,609915192,April 16 1954,26247 New Bremen Road NEW ULM Texas 95667,132554602,May 19 1985
Iva,Brendan,Vanham,750486789,June 26 1989,611 Westview Terrace Drive SEALY Texas 96213,103711468,October 29 1994
Xiomara,Carita,Legleiter,280726800,September 4 1984,719 Meyer Street SEALY Texas 77951,655505149,February 5 2016
Ladonna,Isidro,Zuwkowski,192205107,September 28 1965,205 Heritage Trail North BELLVILLE Texas 21507,440056950,June 21 1987
Kirby,Flavia,Mcroyal,911075523,May 19 1968,0 Margie Street  Texas 19231,698184592,July 25 1994
Beaulah,Junko,Flicek,557646942,January 25 1994,2010 Main Street INDUSTRY Texas 38276,197505958,February 7 2011
Cole,Adele,Jorgenson,215126533,August 14 1985,0 Zaruba Road SEALY Texas 16439,157090943,December 5 2016
Sophia,Rusty,Hockema,209096832,January 30 1992,8504 Rocky Road  Texas 52751,730256565,November 28 1995
Kourtney,Verdie,Thell,751028556,December 6 1992,1889 Settlers Way Drive SEALY Texas 66891,546810203,May 21 1986
Dallas,Melany,Bistline,138538543,January 28 1995,7311 Highway 36 South SEALY Texas 34434,704514626,June 28 2005
Willodean,Carol,Sival,360609450,January 11 1995,837 Fowlkes Street SEALY Texas 40659,998730426,January 22 1989
Roberto,Merideth,Pasquino,258263787,April 1 1955,11450 Barremore Road CAT SPRING Texas 18321,748825094,July 9 2002
Jacklyn,Meryl,Stonebreaker,428753297,February 21 1970,0 River Bend Drive  Texas 66391,460696835,March 12 2016
Estelle,Madeline,Kuszynski,117979003,September 25 1986,3707 Stokes Road BELLVILLE Texas 67978,278892614,March 19 2003
Humberto,Justa,Starks,207738950,April 4 1952,0 Neumann Road  Texas 61777,246028017,November 21 2014
Marcelina,Freeda,Vadlamudi,834037162,June 1 1990,0 San Bernard River (Acce  Texas 27466,157025201,December 30 1997
Clarence,Earnest,Pribish,381596887,December 4 1970,0 Jackson Road BELLVILLE Texas 36612,119535606,March 23 2011
Jaimee,Jo,Pettipas,710635457,August 29 1967,9626 Heron Lane BELLVILLE Texas 39340,178241918,April 23 1993
Sherilyn,Manuela,Cuthbert,446013568,July 30 1959,1725 Dahse Lane  Texas 88566,690031645,April 11 2006
Caryn,Corina,Correo,172584803,January 8 1984,2103 Sparrow Lane SEALY Texas 11457,625637632,January 10 2015
Natalia,Oliva,Kocian,371675656,January 25 1953,930 Mixville Road SEALY Texas 22720,154931961,December 17 1989
Torri,Marjory,Arjes,294357249,November 13 1959,1799 Lakeview Drive SEALY Texas 40439,548301264,July 28 2015
Mary,Lisabeth,Hoskin,247824366,February 18 1986,0 Highway 36 North (Off Of) BELLVILLE Texas 79197,200565028,May 7 1988
Sharilyn,Rodney,Scialpi,466276585,December 21 1982,953 Frydek Road SEALY Texas 33303,625878265,July 4 1999
Von,Dominga,Macchio,161254024,February 17 1972,   Texas 54346,850212900,June 19 1989
Toccara,Lettie,Greenhaw,962594567,June 10 1985,796 Kenney Hall Road KENNEY Texas 89091,358132729,August 27 1996
Oretha,Rose,Laronda,820539050,April 2 1983,1734 Main Street INDUSTRY Texas 50656,605211811,February 13 1990
Adriana,Aron,Severns,480388647,October 6 1986,0 Mound Road (Off Of) SEALY Texas 48035,967416849,March 3 1988
John,Etsuko,Jestes,150853149,January 14 1993,2690 Fm 1094  Texas 96636,688040323,August 22 1996
Quintin,Francis,Resendes,576261961,May 14 1988,2367 West Fm 1093 WALLIS Texas 19424,512047274,July 10 2009
Glenna,Leann,Cadena,949732325,June 4 1964,0 Frazer Road  Texas 48134,751565400,June 8 2004
Judi,Chantal,Guntrum,499195080,June 14 1973,6103 Commerce Street WALLIS Texas 29632,862913318,June 18 2005
Mitzi,Doretta,Loden,145345042,August 25 1952,26085 Oak Lane NEW ULM Texas 37063,107789758,October 6 1995
Jesse,Claudio,Cabera,273002294,June 28 1985,219 North 6th Street WALLIS Texas 95659,201327442,December 25 2013
Steven,Lexie,Heintzman,646523136,June 5 1957,0 Beeler Road  Texas 97111,180768876,December 30 2004
Pearle,Cathrine,Strotz,227029108,March 23 1950,0 Hahn Road (Off Of)  Texas 35644,608741458,April 7 2009
Verna,Laverne,Maymon,826666873,May 4 1959,0 Acres Lane SEALY Texas 11121,641002629,April 20 2013
Sun,Meagan,Hustace,276280104,June 8 1995,11909 Newberg Road CAT SPRING Texas 17699,367497407,February 4 2013
Quiana,Melania,Withem,873796279,November 6 1960,0 Fm1952  Texas 13474,107654446,March 16 1989
Martin,Yaeko,Marcellus,765307378,June 28 1955,10305 Fm 1456 BELLVILLE Texas 30294,703698648,January 28 2008
Kathe,Zack,Melancon,447043855,June 16 1962,   Texas 97472,246441652,June 18 1985
Sanjuanita,Lorean,Wittbrodt,378080125,June 3 1987,4582 Coshatte Road BELLVILLE Texas 17795,629456392,April 23 2012
Delisa,Meagan,Monks,559776729,February 11 1993,8946 Northwest I-10 Frontage Road SEALY Texas 91754,166952018,November 20 2014
Nobuko,Tynisha,Manderscheid,278795426,March 27 1989,846 Sodolak Lane SEALY Texas 51190,981504421,September 22 2010
Lavona,Leontine,Dirocco,913738306,December 14 1986,1424 Nesting Dove Circle SEALY Texas 17732,566377591,May 14 2013
Rodger,Agripina,Gordillo,847210408,July 30 1970,0 Eckermann Road  Texas 27987,679233280,September 15 2010
Bernardina,Lenore,Reitman,812991921,November 14 1995,6302 Bowers Street WALLIS Texas 18559,446071679,September 26 2010
Sylvester,Marjory,Naveja,253552496,June 9 1996,6368 Arning Road BELLVILLE Texas 63893,408769095,March 9 2011
Whitley,Annabell,Baiotto,115346170,August 12 1979,2460 Gebhardt Road   Texas 87876,672707441,January 18 2009
Zenia,Barton,Crabtree,240306241,November 8 1995,1815 South Tesch Road BELLVILLE Texas 48244,375436360,June 13 2009
Edris,Mimi,Bortner,730098392,January 29 1967,0 Meier Road  Texas 77405,782874863,December 15 1995
Hattie,Carri,Faupel,135029373,January 17 1972,519 2nd Street SEALY Texas 12308,197868158,March 12 1985
Lila,China,Surgoine,440541389,March 23 1966,0 Saha Road  Texas 57255,465352639,July 8 2010
Maryrose,Wilbert,Leckman,564604109,April 24 1976,4056 Fm 389 East  Texas 45015,259664121,December 12 1997
Queenie,Tod,Lehning,337365418,May 18 1962,0 Hoppe Sister Road (Off Of NEW ULM Texas 82498,761634619,November 28 1998
Amiee,Katrice,Kinnie,217702914,May 26 1997,324 Standing Oaks Lane SEALY Texas 91333,903786491,March 20 2012
Guillermo,Erick,Mciver,862922044,January 29 1955,10725 Newberg Road CAT SPRING Texas 97386,626107513,November 25 1996
Mel,Casey,Cuellar,760402821,July 5 1957,9747 Schluens Road SEALY Texas 39513,889208349,May 25 2005
Kiesha,Valeria,Zerzan,627800292,September 20 1983,0 Hardeman Saint @ 7th Street SEALY Texas 82552,192044723,August 6 2001
Britney,Hollis,Bawer,237416043,February 19 1975,0 Baranowski Bush Road  Texas 41332,515501008,May 14 2001
Quinn,Ivy,Doung,210241608,May 19 1984,   Texas 76047,818706955,July 8 2013
Brenton,Aurelio,Stanczak,836850939,January 30 1974,   Texas 64216,519323547,April 9 1996
Charlesetta,Lucien,Koogle,148965585,July 22 1953,0 South Rocky Road  Texas 41421,904673548,November 5 1990
Amy,Jessie,Lyalls,194252206,June 22 1966,204 West Austin Street BELLVILLE  Texas 51820,215848469,September 15 1997
Adaline,Alonzo,Mcmurry,902812309,March 13 1952,0 Highway 36 (Off Of) BELLVILLE Texas 62772,660353983,January 21 1992
Gilberto,Elena,Boegel,907298073,March 7 1969,0 Highway 36 South (Off Of) SEALY Texas 55041,780151737,December 3 1990
Shani,Jarrett,Tresler,661480465,August 4 1965,3903 Quail Circle SEALY Texas 70238,241667734,September 22 1993
Alysha,Roy,Boal,407308380,April 26 1953,3602 Quail Circle SEALY Texas 84253,269079757,September 26 1993
Larisa,Noriko,Vanhoose,534246105,December 11 1993,   Texas 29578,671296221,March 1 2008
Cristal,Emely,Wentzlaff,429919617,March 19 1953,2064 Fm 1457 NEW ULM Texas 65205,477084408,May 29 2016
Dianne,Karisa,Vannice,625014815,August 8 1952,20 East Nichols Street BELLVILLE Texas 85842,463796693,September 20 2015
Nakita,Tameika,Plungy,173141044,June 11 1992,1013 Old Highway 36 Road  Texas 51025,502430564,March 13 2014
Sha,Linwood,Lotempio,377953633,March 16 1975,   Texas 95699,937262457,April 14 1987
Judie,Pierre,Macconnell,365672519,July 23 1957,0 Beeler Road NEW ULM Texas 85114,998908577,October 2 1987
Josephine,Emeline,Bresee,677275740,December 21 1957,0 Mill Creek Road  (Off Of) CAT SPRING Texas 62547,534088785,October 8 2007
Ronald,Herman,Panitz,566944406,July 24 1966,0 Johnston Road WALLIS Texas 69642,977042240,May 19 1990
Son,Mckenzie,Mckeever,334949393,February 26 1987,   Texas 17196,894668562,March 19 2015
Gillian,Brice,Deely,918862275,June 14 1980,   Texas 10582,145526313,January 15 2015
Barb,Taneka,Stakelin,652052840,March 9 1996,6310 Dubose Street WALLIS Texas 58758,674344913,November 4 1990
Shayne,Pauline,Strohbehn,789680640,February 14 1997,7664 Hoppe Sister Road NEW ULM Texas 97631,694445652,November 20 2002
Miss,Ora,Asleson,492516035,February 20 1980,1772 Meissner Road BELLVILLE Texas 91655,970474350,October 31 2012
Jonas,Shae,Broden,625698866,December 7 1952,518 South Tesch Street BELLVILLE Texas 49341,786352817,July 14 1986
Hilario,Robby,Deppen,434829958,September 13 1988,   Texas 46615,823726026,January 1 1995
Davis,Terrance,Armada,225416706,October 26 1981,   Texas 24995,257574718,January 19 1986
Randi,Lanelle,Bisanz,439159041,September 18 1961,1369 Peschel Lane SEALY Texas 24646,277420787,July 28 1992
Kesha,Marina,Dreiss,103192170,September 2 1973,55 North Mechanic Street BELLVILLE Texas 93176,531690036,January 18 1986
Ali,Denice,Gumz,178787627,July 23 1965,0 Fm 1093  Texas 11656,658395636,January 7 1992
Lacresha,Cleo,Mathony,831032994,October 16 1961,9309 Rocky Road   Texas 76969,399905170,May 3 2007
John,Fredia,Sis,279037646,February 6 1975,3125 Highway 36 SEALY Texas 88318,281099561,June 28 1993
Delilah,Ellen,Aina,264584919,July 2 1970,14230 Lake Road BELLVILLE Texas 60049,642438640,September 11 2004
Joannie,Jose,Voisinet,200211389,October 20 1981,   Texas 10539,457858976,December 27 2009
Gilda,Marquetta,Pegg,635253380,May 20 1975,0 Clens Road BELLVILLE Texas 40468,812818078,January 21 2007
Judi,Lurline,Golas,708685644,July 21 1959,   Texas 33362,217904701,December 5 2006
Natacha,Sophia,Demastus,748244080,November 3 1976,   Texas 47294,418453355,November 2 1990
Altagracia,Adella,Swogger,240388167,April 15 1973,4641 Kloss Road  Texas 38057,227175221,December 9 2006
Edwina,Daren,Azznara,575607502,October 23 1974,367 Buenger Road INDUSTRY Texas 42955,439666528,May 24 2006
Kandi,Misti,Percle,560341092,August 29 1990,907 Ives Creek Road BELLVILLE Texas 73648,552388589,April 30 2004
German,Hellen,Tufte,194528848,September 16 1954,1327 Kenney Hall Road KENNEY Texas 43416,892662257,November 15 2010
Latosha,Tenisha,Nanney,721014086,December 12 1987,0 Rinn Road  Texas 30094,904629866,February 17 1999
Demetria,Jerold,Litherland,250470063,January 24 1979,0 Reese Road  Texas 82442,265277615,December 31 2009
Un,Lilia,Redenius,679581430,April 14 1977,2084 Lauren Lane SEALY Texas 18052,718892444,October 7 2000
Sixta,Deja,Fino,139626709,August 18 1979,0 River Crest Drive  Texas 52075,216762540,April 16 2013
Latoria,Pilar,Townzen,731953050,June 30 1957,0 Baranowski Bush Road BELLVILLE Texas 36754,101738979,September 18 1993
Lenore,Jeffrey,Winegarden,808733203,July 6 1956,207 Westview Drive SEALY Texas 32042,911751198,September 23 2000
Rudy,Takako,Bezner,590215460,March 13 1964,1386 Herrera Lane  Texas 36475,195543634,April 15 1985
Sherika,Mathew,Hobgood,676696006,October 26 1990,5710 Coody Lane SEALY Texas 87691,854871690,May 16 2006
Grant,Matha,Shimp,273877632,March 2 1966,0 Track Road CAT SPRING Texas 79657,536617436,March 24 1991
Jackelyn,Ardell,Pillado,441952205,June 19 1972,148 Lux Road SEALY Texas 41907,655420324,October 25 1985
Gaylene,Ingrid,Colegrove,106511970,February 20 1950,8861 Tegeler Road  Texas 96606,308810579,December 11 2015
Leoma,Shelly,Denzine,862876498,November 20 1985,0 Highway 36 SEALY Texas 17528,903953910,January 18 2016
Otilia,Forest,Nightlinger,933889611,August 23 1997,6894 Shunka Road NEW ULM Texas 79393,532778620,August 20 2006
Trinidad,Eloise,Jacckson,182965866,April 3 1951,228 South Front Street BELLVILLE Texas 65390,605717504,June 5 1988
Bev,Aletha,Zaffuto,981848781,November 29 1961,2532 Old Highway 36 Road   Texas 84858,363777861,January 30 2011
Kyla,Adrian,Vanhevel,925827116,September 17 1961,239 Ross Street CAT SPRING Texas 30323,234158784,October 12 2009
Sona,Shauna,Bailer,199659127,October 22 1971,5873 Ridgewood Road SEALY  Texas 73230,763342651,March 14 1989
Aimee,Corine,Sheltra,851027031,May 14 1965,1471 East School Road BELLVILLE Texas 65109,134444534,July 24 1990
Freddie,Rosalva,Farrier,533745319,September 14 1982,201 Briar Circle SEALY Texas 38845,139152145,January 14 2015
Stephine,Klara,Bleser,645422320,May 16 1978,0 Fm 1094 (Off Of) NEW ULM Texas 96345,688399912,October 17 2005
Corazon,Jaime,Ursiak,816937798,July 18 1952,7052 Grace Lane SEALY Texas 99547,425416138,October 9 1997
Illa,Rachal,Gutherie,116389773,October 21 1954,2398 Settlers Way Drive SEALY Texas 37975,913572965,February 18 2014
Corine,Rosalind,Kedia,657994956,June 2 1959,0 Sycamore Road  Texas 29981,276732534,December 29 2001
Twyla,Vallie,Newbern,655086772,January 14 1976,2368 Mill Creek Road   Texas 58348,998567930,March 30 2004
Kazuko,Nova,Massella,866492484,August 6 1983,   Texas 33971,531065677,October 6 2007
Alexandria,Brittni,Gravat,887084632,July 1 1974,0 Willow Road WALLIS Texas 66416,711205808,June 4 1996
Mark,Allena,Hahne,239243004,August 26 1966,2906 Cunningham Road WALLIS Texas 63140,132675903,July 14 1998
Shena,Sam,Koffman,322970157,February 6 1953,1130 Pecan Grove Circle NEW ULM Texas 67069,365714038,March 8 1999
Chanel,Linette,Cieszynski,479573122,April 13 1986,2933 Settlers Way Drive SEALY Texas 72918,199843610,December 5 1986
Aracelis,Leonie,Safier,547272934,July 11 1962,0 Steck Bottom Rd(Off Of)  Texas 25841,508710122,December 29 2002
Valarie,Ja,Henn,981859775,March 30 1955,0 Mixville Road SEALY Texas 15871,442360985,May 13 1996
Sue,Del,Getman,435761796,August 16 1961,724 Pecan Street NEW ULM Texas 68867,113355701,July 27 2007
Jenette,Dannie,Slevin,825968792,March 30 1966,5539 Eveline Road  Texas 43118,533233418,January 21 2013
Sondra,Brandee,Balmores,700107472,December 23 1968,0 Post Oak Point Road  Texas 45886,437283976,March 24 1995
Chloe,Loree,Bamford,323337032,June 11 1993,2440 Leschper Road   Texas 12418,482002521,November 14 1988
Twanna,Corine,Pasquarello,817417579,July 12 1961,5681 Fm 1456 BELLVILLE Texas 26705,656748868,May 8 1989
Bridget,Young,Garrettson,695523295,March 4 1966,1348 Kathy Avenue SEALY Texas 80836,143668479,January 7 2013
Erinn,Tanisha,Liggons,688435653,April 19 1968,1939 Woody Lane SEALY Texas 35210,589350529,August 23 2010
Lupita,Deadra,Anslinger,752690242,August 3 1975,   Texas 17704,188389148,April 15 1997
Mikel,Winona,Folz,671418923,September 24 1951,0 East Hacienda Street BELLVILLE Texas 58936,636535987,March 22 1990
Rowena,Willetta,Peddie,452672552,June 21 1970,1719 Columbus Road WALLIS Texas 91716,899937203,March 10 2010
Moises,Asuncion,Ramal,583967683,May 3 1970,251 Camilla Circle BELLVILLE Texas 66468,739175152,November 2 2008
Hana,Chery,Okuhara,338477665,June 26 1952,0 South Fm 331 BELLVILLE Texas 53586,423216795,October 17 2014
Larhonda,Vashti,Poitier,738406856,October 16 1967,2768 Mixville Road SEALY Texas 83368,242621854,October 10 1991
