firstName,middleName,lastName,socialSecurityNumber,dob,street,city,state,zip,hireDate,phoneNumber,contactName,relation,emergencyPhoneNumber
Tony,Berenice,Ferugson,206358362,October 20 1993,1241 Terrazas Lane,CAPUTA,SD,57725,April 5 2013,681837364,Maude Keshishyan,sibling,637457821
Eloy,Angelyn,Guiberteau,148993698,May 5 1995, ,WLMG,VA,23188,May 4 1989,681177956,Son Cringle,child,197128217
Brynn,Shameka,Guillemette,166998691,December 6 1955,0 Gresham Street,JXN,MS,39269,June 2 2000,286397885,Carli Schueler,other,787181831
Waldo,Elvis,Liddy,529166510,March 2 1979,0 Highway 36 North (Off Of),PIERCE POND,ME,4961,April 23 2000,845807693,Eliz Docherty,friend,758443390
Scottie,Glenna,Lukan,853021246,June 5 1997,0 Travis Road,SUMATRA,MT,59083,November 14 2005,351213081,Darnell Bley,friend,832505224
Ola,Jillian,Raphael,167638353,March 1 1996,537 Walnut Drive,LOUISVILLE,KY,40224,March 21 1999,205299206,Reba Tourville,parent,320504309
Gerald,Colby,Wittman,727740586,November 7 1985,304 River Ridge Road,BIRMINGHAM,AL,35230,December 16 1998,602549793,Kanesha Goy,sibling,748359202
Alla,Perry,Foley,142120380,April 20 1989,309 South Thomas Street,RYL PALM BCH,FL,33411,November 21 2005,906434770,Wally Sandora,friend,368813654
Mckenzie,Rosie,Neumeyer,902117803,October 26 1972,0 Lincoln,CLARK FORK,ID,83811,February 14 1993,762091762,Marvel Birmingham,friend,432434358
Karina,Lorri,Ruffini,781128638,November 24 1964,24932 Squirrel Road,WALTONVILLE,PA,17036,June 7 1992,511569753,Bart Kufeldt,child,966724785
Shae,Crissy,Feltham,247351634,March 29 1975,2334 Texas Street,TWIN BRANCH,WV,24828,January 11 2004,889269395,Barney Jurewicz,spouse,413360302
Stephanie,Princess,Ellingburg,569200298,December 5 1989,702 South Holland Street,GULLIVER,MI,49840,September 6 1988,154327586,Salley Mertel,parent,780294807
Adrian,Wesley,Nittinger,227380267,February 6 1977,1845 Main Street,RICHMOND,VA,23260,March 21 2010,782354408,Bridget Cobio,child,576454301
Nicole,Leanora,Bartlebaugh,253762378,February 18 1988,654 Marek Road,OVIEDO,FL,32762,May 18 2008,220315875,Nora Lasserre,friend,562689957
Sharan,Fidelia,Sempertegui,111274003,May 20 1955,526 Ward Street,APACHE JCT,AZ,85120,August 9 2016,735493677,Whitney Delisser,spouse,328436812
Laurence,Bernie,Friddle,922766621,January 2 1991,10690 Jones Wilke Road,SOUTH WAYNE,WI,53587,December 19 1986,292419226,Awilda Shockency,parent,876284639
Samantha,Kiana,Kamens,468948661,March 11 1991,1472 Pin Oak Drive,NORTHGLENN,CO,80221,August 22 1993,542528865,Deidra Tarazon,spouse,786656016
Elda,Donn,Buer,791811898,December 13 1991,11753 Highway 159 West,PGH,PA,15233,March 11 1993,101279189,Katie Bonder,friend,423507903
Beata,Rolanda,Pano,420413305,October 28 1991,0 Coody Lane,NY,NY,10150,March 2 1994,516538468,Golda Molz,spouse,167354176
Justa,Efrain,Maceyak,401603821,November 25 1981,11865 Mlcak Road,FROGMORE,SC,29920,March 3 1990,396936229,Shayna Topp,friend,929206454
Stefania,Penelope,Giesing,611871185,March 9 1955,14054 Track Road East,MALIN,OR,97632,January 2 2008,770317225,Tiara Luga,friend,990742303
Bobby,Gwenn,Patik,521586872,October 14 1981,0 Off Masonic Street,REEDVILLE,VT,5143,July 16 2003,792148324,Cecelia Ficek,child,443299047
Danny,Gwenda,Scandalis,330346528,April 29 1980,3914 Quail Circle,EAST SMITHFIELD,PA,18817,November 29 1991,714678616,Ali Burchill,other,520956028
Florencia,Ninfa,Foussell,122193989,July 31 1982,0 Wagner Road,CHASE BANK TEXAS,TX,77216,March 30 2013,442412669,Teressa Morkert,friend,574219897
In,Christian,Metos,851973675,November 3 1960,0 3 Mi South Of Bellville West Of Hwy36,HARRIETSTOWN,NY,12983,September 3 2013,164177738,Lucrecia Sjogren,parent,517616746
Cassidy,Houston,Abasta,378599007,April 21 1950, ,TIVERTON,RI,2878,September 14 2001,903943669,Angla Bhayani,extended family,493450598
Eldon,Eleonora,Buron,493461851,November 9 1968,1690 Track Road West,FLINT,MI,48501,October 30 1995,352682872,Dalton Leiper,friend,117422948
Cassondra,Jefferson,Pechart,713776327,March 26 1972,132 North Holland Street,WAYZATA,MN,55391,January 27 1999,416473536,Dinah Delamar,child,677623655
Almeta,Lovetta,Aloe,908275128,July 16 1983,1310 Granada Road,MENTAL HYGIENE DEPT,NY,12229,February 4 2008,511695784,Kristine Stasik,spouse,262092933
Aline,Brooks,Mcmanis,462147096,February 15 1963,1006 Gunnison Street,HANSVILLE,WA,98340,October 12 1988,471358389,Shea Ralston,spouse,546481750
Lavenia,Dedra,Britten,631419412,January 9 1982,9667 Schluens Road,WEYMOUTH NAS,MA,2190,August 23 2004,233390840,Margorie Bracken,child,289653158
Sanford,Bess,Flansburg,819645655,May 29 1982,204 West Fisher Street,BIG LAKE,AK,99623,September 9 1995,761640542,Bryon Kostka,parent,267574108
Caryn,Latoyia,Burnison,433020079,May 7 1955,0 Willow Road (Next To Church),RULE,TX,79548,February 16 2008,357403300,Sade Few,sibling,754536892
Sherlene,Hang,Ramdeo,147628860,August 12 1994,925 South Holland Street,GRICE,TX,75644,December 16 1985,844927043,Agatha Wiford,spouse,198075335
Peter,Hassan,Pilot,330655106,February 18 1961,124 Lux Road,REEDERS,PA,18352,April 3 1989,588283079,Alica Paulette,spouse,406680959
Christi,Aline,Hoage,871068751,March 4 1970,6705 Hillboldt Road,HAYDEN,NM,88410,April 18 2016,843619844,Fermina Lada,friend,722575607
Macie,Jeanine,Walbrecht,934168941,January 15 1977,0 Cottonwood Street,MAYBELL,CO,81640,October 5 1998,870508454,Ryann Higson,child,357680257
Tanisha,Johnathon,Madre,383749264,September 16 1988, ,AVON LAKE,IA,50047,March 26 2004,732538730,Amada Surprise,child,486100885
Elliott,Tomi,Deleo,540855565,September 28 1966,0 Fm 3013 (Off Of),MTGY,AL,36121,January 23 2015,144734028,Hubert Yori,other,383412135
Reynaldo,Theodore,Ferrales,170998045,January 16 1979,0 North Fifth Street,GREENWOOD SPG,MS,38848,May 11 2014,629613933,Marsha Peed,child,462905639
Romelia,Camille,Alcine,360831130,May 11 1972,1461 Peschel Lane,FEDOR,TX,78948,January 30 2010,155671046,Tiera Walrond,extended family,946143576
Madge,Leonore,Norseth,833533455,November 24 1996,0 Walnut Drive,DODGEVILLE,MI,49921,January 24 2010,280330539,Flavia Frink,child,503598685
Weldon,Belen,Boley,265415219,August 8 1961, ,NORCO,LA,70079,January 28 2008,525249824,Adelina Pritcher,spouse,477193911
Sydney,Clarence,Golba,142438068,January 7 1954,11976 Jalowy Road,LITTLE AMERICA,IL,61542,June 8 2003,766156234,Cora Wischner,friend,561719664
Tamisha,Linwood,Ollhoff,109646121,December 11 1975,6202 Guyler Street,FORT WORTH,TX,76150,October 28 2002,889512021,Julio Lenci,friend,704384329
Corene,Neal,Estes,546665891,October 12 1996,718 Hardeman Street,WINDSOR CASTLE,PA,19526,August 16 2002,337391828,Maxie Ye,other,572714134
Carmel,Kim,Kersten,163842955,November 30 1981,0 Fm 1458,INTERLOCHEN,MI,49643,April 11 2000,792482438,Tanna Borling,spouse,670849911
Lorine,Shizue,Paguirigan,760870820,September 28 1993,14651 Sycamore Road,BERTHOUD,CO,80513,September 23 2003,173799679,Noella Paar,friend,986037694
Shantel,Shameka,Musich,789511320,August 2 1958,0 Cat Spring Cemetery Road,PADUCAH MALL,KY,42001,January 28 2009,151969470,Lorrine Hatta,parent,405835022
Chi,Shae,Karels,976164904,September 3 1988, ,DOVER,NJ,7869,December 7 2008,674979599,Twila Catalfamo,spouse,688465814
Pasty,Shari,Berum,138918104,September 16 1985,0 Fm 109,CADWELL,IL,61911,January 2 2006,251173950,Amparo Sidbury,sibling,729799453
Aide,Leroy,Szabat,601571799,June 2 1981,2650 Witte-Schmid Road,COUNCIL BLFS,IA,51502,July 15 1985,925696802,Lowell Mccaughan,sibling,693146776
Viki,Walton,Beste,633326055,January 27 1962,0 Pecan Street,ELLSWORTH,PA,15331,July 8 2013,954915624,Yoko Echavarria,spouse,609922973
Farrah,Lacie,Glasscock,474765997,October 9 1960,1506 Eagle Lake Road,DOTY GARDEN,LA,71334,January 26 2011,429089407,Ka Vacanti,extended family,355000758
Latisha,Rochelle,Hollow,556102448,January 5 1964,539 Fowlkes Street,JEFFERSON PARK,NY,13650,April 25 1993,812423552,Julene Jhonson,friend,105743141
Gerardo,Rosy,Philbert,790949503,December 4 1977,722 East Hill Street,MEM,TN,38119,May 6 2013,748691982,Hsiu Theo,sibling,145160252
Sammy,Yesenia,Sann,268564538,July 7 1980,5471 Fm 1094,POINT FOSDICK,WA,98335,June 12 2012,550624193,Gretta Brunette,other,834463418
Lashawna,Elenore,Greem,425624794,January 12 1973,3224 Nelius Road,MILROY,MN,56263,May 19 2004,805245895,Yi Joaquin,extended family,822634336
Carolee,Stefani,Meidl,139297004,November 5 1969,5344 Mill Creek Road,CUMBOLA,PA,17930,October 7 2016,616783020,Verlie Kennin,extended family,541135770
Georgia,Patrick,Bibbins,956216918,May 27 1964,0 Coshatte Road (Off Of),MIAMI,FL,33256,November 24 1996,979002107,Isaura Balsis,sibling,463557167
Georgina,Bernie,Bissonnette,153511079,May 13 1976,1006 Gunnison Street,AGES BROOKSIDE,KY,40801,December 20 1989,529728767,Stephnie Scrimsher,extended family,128594216
Sarita,Juli,Kodera,578064395,December 8 1991,4201 Alvin Street,RICES LANDING,PA,15357,June 19 1993,526271904,Raymon Pickelsimer,parent,191492345
Min,Shani,Prospero,705489396,April 19 1975,2145 Klopsteck Road,LOMA LINDA,CA,92354,March 17 1988,900674656,Kacey Joel,friend,107279997
Kathy,Keith,Gerhart,619754131,January 5 1969, ,MOBILE,AL,36641,April 4 2014,419895262,Hillary Pahler,child,326481843
Sharie,Quinn,Riviere,952884737,January 4 1977,1006 Jurica Road,CID,NC,27292,November 27 1992,592238416,Robbie Portune,spouse,985970468
Yukiko,Ellamae,Hodos,672079661,December 21 1955,236 Heritage Trail South,COLABOZ,TX,78586,October 2 2009,917563925,Leota Cassase,extended family,876966772
Marcelina,Agnus,Filan,541169521,July 1 1950, ,KLINES CORNER,PA,19539,November 11 1990,275488934,Francoise Neither,spouse,284363036
Lyndsey,Stephanie,Mio,483447265,August 13 1983,0 Ward Bend Road  (Off Of),REDSTONE,MT,59257,December 8 2004,185983437,Rosena Mclester,friend,814415774
Pete,Rossana,Levien,565350457,April 11 1953,0 Palm Saint @ Bell Street,PLAZA,CO,81132,March 15 1988,295977697,Amos Ordorica,sibling,999363627
Britt,Christian,Verlinden,345174631,July 27 1950,0 Highway 90 West (Off Of),WASHINGTON TOWNSHIP,MI,48094,May 31 1998,910047089,Lekisha Schwanbeck,child,533466832
Gloria,Anne,Wardhaugh,485598481,October 10 1973,7123 Redwood Road,SANTA ANA,CA,92704,July 8 1988,170457644,Hyon Glasbrenner,spouse,664122081
Cecelia,Lovetta,Burress,394089205,October 17 1989,567 Antonio Martinez Street,LIVONIA CENTER,NY,14488,March 10 2016,677827087,Claudia Hollinsworth,friend,134541071
Sadye,Demetrius,Babitsch,926058213,June 2 1954,128 Machala Road,LIGHTHOUSE PT,FL,33074,January 12 2006,754493812,Ellan Barriere,extended family,966110176
Brittany,Eilene,Deang,421847366,October 30 1985,126 Wild Phlox Drive,EVERETT,OH,44264,November 11 2003,298501551,June Luongo,friend,706090967
Minh,Le,Dyches,370097519,June 30 1950,2489 Bartlett Road,WORTH,MO,64499,April 16 2008,469011024,Daisy Schleimer,child,825061665
Thalia,Mandie,Arrant,973604274,December 19 1995, ,UNIV OF ALABAMA HSV,AL,35899,December 8 1989,311507092,Travis Cendana,spouse,700696839
Bell,Lakenya,Sledz,389870933,June 6 1982,1215 Highway 90 West,CAMPTON,NH,3223,September 22 1987,771024584,Jong Nebred,spouse,509031012
Deloris,Vanetta,Amarian,189649813,November 5 1951, ,PIGEON FORGE,TN,37868,April 8 2008,122347348,Tiny Faletti,friend,124865246
Jeneva,Ashlee,Torgersen,268480977,February 26 1994,6464 Highway 36 North,ALEXANDRIA,VA,22307,December 21 1993,843816467,Joy Parrinello,friend,296260397
Larita,Franklyn,Voner,637408652,April 1 1991,1567 Jackrabbit Road,COFFEEN,IL,62017,April 1 2009,330651022,Donna Wicks,friend,214286565
Jaimee,Refugia,Marban,155337158,October 6 1987,5640 Campo Santo Street,SAINT JOHNSBURY CENTER,VT,5863,March 24 1995,356546590,Jeffrey Smull,friend,579493063
Henrietta,Lilia,Rusk,366238548,June 24 1981,0 Tiemann Road,ROSWELL,GA,30076,October 28 1988,937243904,Devin Besecker,friend,873088044
Shayna,Catharine,Glockner,641589191,August 3 1953,0 Mill Creek Road (Off Of),APO,AE,9021,June 9 1998,568058878,Lesley Bogenschneide,friend,488792062
Brandon,Valrie,Pfahl,210645087,September 21 1964,0 Manak Road,CRYSTAL BAY,MN,55323,February 4 2007,753108008,Joana Morishito,sibling,481826927
Giovanna,Dinorah,Swirsky,515733051,June 25 1964,4624 Highway 159 East,YUKON,MO,65589,September 26 2004,488223866,Aline Zych,other,158210897
Ronnie,Deshawn,Wanker,759195754,August 26 1974,14772 Turnbow Road,SUN RIVER,MT,59483,October 24 2005,819005038,Marina Morano,friend,850090542
Raisa,Alaine,Cureau,708584119,June 11 1955,1392 Newsom Road,DALE,IL,62859,May 19 2004,349761548,Kala Montcalm,child,433649824
Elroy,Emerita,Mangas,785330650,June 28 1976, ,JAMESPORT,NY,11947,November 18 1998,451048513,Anika Carriere,extended family,617035405
Temika,Else,Limle,921643709,October 2 1975,0 Wilmer Porter Lane,WILM,NC,28403,February 18 1995,519752762,Belkis Bugler,spouse,665186428
Louis,Georgeann,Hashbarger,714637592,May 4 1983,1190 Peters San Felipe Road,HIALEAH LAKES,FL,33014,October 6 2000,486349967,Brittani Naylor,child,909366914
Temeka,Kirk,Gowda,949252963,November 22 1951,240 Rosalie Lane,W BARNSTABLE,MA,2668,July 13 1998,902059486,Kiyoko Ouellette,friend,521800133
Brent,Belen,Chass,441632440,April 1 1957,1210 Fm 109,MIDLAND,MD,21542,March 16 1985,431722231,Dayle Mcmellen,child,609435890
Gennie,Joana,Parekh,209572723,February 17 1954,1721 Highway 159 East,ST HELENS,OR,97051,July 12 2005,657150133,Susy Kuni,parent,832861031
Tiara,Vinnie,Schulkin,941740912,September 27 1976,0 Post Oak Point Road,EL RANCHO LOMA LINDA,NM,87579,March 1 2006,545905115,Foster Vreeken,parent,185547833
Lizette,Nelle,Durando,135021587,July 26 1973,0 Ricefield Road,REXMERE,LA,71355,February 6 2011,525325579,Arden Vial,friend,595606699
Edgar,Asley,Machida,783536388,June 9 1956,0 Pyka Road (Off Of),LYMAN,SC,29365,April 20 2003,376439364,Cindy Holifield,extended family,197418962
Hedwig,Lorilee,Fazenbaker,892963781,May 13 1959,0 Highway 36 North,BRUCE,SD,57220,November 18 2005,162457140,Janella Decambra,other,386104753
Tien,Kristan,Neiderhiser,488307417,May 27 1991,11262 Mlcak Road,DARKSVILLE,MO,65259,June 25 1987,251641218,Anderson Geibig,extended family,828085161
Tamela,Nakesha,Standing,901712006,June 5 1988,7230 Highway 36,MANHATTAN,KS,66502,August 30 1994,836912873,Divina Ego,extended family,591352807
Tiesha,Sherrie,Wienberg,613100925,November 7 1962,3107 Borgel Road,AT & T,IL,60572,August 28 2000,507547666,Elida Krucker,child,361524978
Wyatt,Bert,Banuelos,125787369,August 29 1956,4609 Fm 2187,NADY,AR,72166,September 5 2013,943631902,Ouida Wishon,sibling,509093387
Kylie,Tempie,Ziesemer,527347182,January 1 1985,2578 Maler Road,MANHATTAN,NY,10038,January 30 2008,931574696,Nohemi Blatt,sibling,135785587
Saul,Tomas,Veeser,714284757,February 25 1996,3882 Reinhardt Road,DANBY,VT,5739,July 8 1987,841015156,Kera Yeh,sibling,679953541
Glenn,Rebeca,Beaubrun,288287173,October 28 1991,0 Shunka Road,SCOTT CITY,IN,47879,July 6 2008,987259826,Pamela Kassabian,friend,653425650
Siu,Vernia,Shadding,634490383,November 29 1976,0 Highway 36 (Off Of),NO FERRISBURGH,VT,5473,January 4 1993,831580499,Sherise Helmink,child,762424850
Jestine,Cher,Bomstad,596402614,December 16 1972, ,FULTON,PA,17563,August 22 2016,167081785,Nathalie Shulse,other,234475256
Tracy,Bibi,Lytal,132889516,March 15 1984, ,ST BONIFACIUS,MN,55375,May 14 1994,984760642,Janee Auler,child,297188175
Vicky,Dale,Bolinder,777033709,August 2 1982,209 Village Drive,HAGEDORNS MILLS,NY,12074,December 14 2012,408142138,Luba Cvetkovic,friend,697661549
Sena,Shaunda,Hugi,471625963,November 23 1957,0 Beckendorff Road (Off Of),MIAMI,FL,33017,September 16 1995,934825625,Alishia Wakula,friend,844001996
Philomena,Mickey,Pignotti,209946313,May 11 1976,0 South Rocky Road,HAMILTON,OH,45026,January 22 1998,614568607,Teressa Kerbs,friend,560096854
Alyse,Quyen,Hovermale,570504028,February 19 1975,2223 Fm 1456,EWATERFRD,PA,17021,October 14 1985,397142388,Christopher Volbert,child,795895590
Isidro,Marylouise,Dostal,134794472,September 14 1958,6559 Krueger Road,SCIPIO,NY,13147,August 10 1997,212908291,Abbie Delacuesta,other,946650006
Lina,Maryjane,Raitt,773875291,April 21 1994,510 South Holland Street,BRIDGEPORT,CT,6601,December 29 1992,398739166,Lavina Eblen,spouse,664260013
Leatha,Modesta,Bayle,340675171,January 12 1961,5099 Centerhill Road,SCIO,OH,43988,April 9 2005,635509410,Chun Bogen,sibling,401435760
Berenice,Ethan,Frasier,735273462,May 10 1979,1007 Brandywilde Circle,HOUGHTON,MI,49921,February 19 1987,654751906,Marcy Remos,extended family,390564523
Roberto,Kendal,Heffron,494184262,January 12 1967,0 West Glenn Street,MADISON,WI,53792,October 31 1989,580868622,Helaine Kubicki,extended family,234809963
Clemente,Latesha,Engemann,708442519,September 21 1961,0 Primrose Lane,MALCOM,IA,50157,August 9 1991,479564518,Phillip Conorich,child,430242038
Colene,My,Bong,837886117,September 21 1963,12527 Tulip Lane,MELBOURNE,FL,32909,May 14 1994,449010577,Julene Whiter,extended family,820440249
Leola,Priscilla,Baer,575369525,January 30 1960,0 5563 Palacios Street,SAN ANGELO,TX,76909,September 30 2012,362521133,Marylee Carraturo,extended family,999613355
Antonio,Fermin,Kong,163676963,June 29 1961,567 Antonio Martinez Street,NABNASSET,MA,1886,October 19 2013,139967244,Lan Grisso,child,464857488
Arminda,Shelby,Stele,264949022,November 25 1996,0 Highway 159 East @ Jay Lane,TRURO,IA,50257,June 6 1992,873631451,Mickey Misty,friend,503827645
Larisa,Vallie,Mcsorley,620357156,November 20 1953,5878 Highway 36 North,FORT DETRICK,MD,21702,May 12 2004,741076534,Marylynn Amick,other,503746815
Rolland,Tawanda,Hugar,890770475,March 3 1966,3649 West Ueckert Road,SUMERDUCK,VA,22742,August 20 1998,778790833,Shaina Hippley,parent,322392459
Le,Casey,Towson,287477516,March 8 1981,0 Aurich Road,PENDER,NE,68047,August 2 2015,406796640,Sherice Siembida,child,568407511
Lesley,Jeffrey,Wolfer,194972098,November 24 1956,416 North Amthor Street,LAS VEGAS,NV,89116,May 5 1989,419216178,Michael Cerrello,child,417094515
Vicenta,Katharine,Fritze,447270740,September 8 1985, ,WALDORF,MD,20604,October 1 2003,256649190,Winston Derrico,spouse,606539680
Jaunita,Genoveva,Gregson,744820517,October 23 1952,6420 Beckendorff Road,RUNAWAY BAY,TX,76426,December 21 2015,552012067,Luigi Garrington,other,816555583
Ina,Evon,Raught,320739277,February 2 1996,1435 Circle Drive,DAVIS,OK,73039,July 31 2013,322311384,Raguel Hekman,child,713974248
Caprice,Jarrod,Stdenny,218268006,October 15 1963,0 Lazy River Drive,POTTSTOWN,PA,19464,July 26 2001,912425335,Wyatt Cron,friend,292344500
Carmelita,Theressa,Rickson,333704781,July 27 1955,767 West Main Street,MOUNT WASHINGTON,OH,45230,August 11 1997,564261155,Madaline Chamers,other,129269163
Marion,Gladys,Pagnozzi,198758392,January 6 1968,410 South 9th Street,FERNBANK,AL,35576,May 10 2000,271250374,Berneice Covarruvia,other,666934811
Lizette,Gertrudis,Wojenski,123224587,July 6 1976,120 Lux Road,WIDEN,WV,25211,October 6 2007,638169339,Vertie Keedy,child,488295389
Sima,Milagros,Bohaty,303489095,October 30 1982,0 Schmidt Road,SUNBURY,NC,27979,May 10 2007,949283871,Raymond Diamante,friend,725750822
Elliot,Angella,Meschino,437079664,June 20 1957,0 Highway 36 South (Off Of),UTILITY,LA,71343,August 1 1987,818788299,Georgetta Schoeneman,extended family,919022654
Vernia,Man,Kadis,104613264,October 31 1991, ,NORTH HAYDEN,IN,46356,October 13 1999,264400998,Nancy Arvan,sibling,459417086
Kim,Angel,Nabours,470306452,January 11 1951,0 Fm 1456,HULEN,KY,40845,January 8 2005,717711143,Liz Wassink,parent,951611348
Sharie,Harold,Hickson,891848579,February 10 1963,0 Austin Street,NORTH CANTON,OH,44799,May 23 2000,523881664,Bernardina Primes,friend,551884300
Adrien,Meagan,Lafever,597688346,August 3 1974,0 Fm 2187,CORINTH CENTER,VT,5039,January 26 1998,255306367,Allie Puri,friend,610486354
Glory,Nicole,Coones,525946442,April 15 1961,258 South Holland Street,MAKAKILO,HI,96707,April 1 2010,106636248,Tonja Disorda,other,292558512
Alfred,Eduardo,Debutiaco,822885766,January 14 1988,9815 Fm 1952,PRINCETON,IL,61356,November 9 2000,146545643,Charles Sawatzke,friend,264113596
Bobby,Emelda,Cisar,664706870,August 2 1971,706 South Bell Street,FT WORTH,TX,76199,March 2 2016,476985411,Jeanmarie Lewars,parent,411551840
Michal,Catrice,Vitorino,970049502,February 24 1972,0 Reese Road,STRONACH,MI,49660,November 3 2014,726450792,Piedad Hoscheid,child,116456092
Alena,Patria,Gede,611876106,May 25 1980,0 Fm 1458 (Off Of),SAMARIA,SC,29006,December 1 2013,227094824,Consuelo Novellino,friend,475785789
Ignacia,Emmaline,Bessinger,887348848,January 3 1955,0 Fm 109,JP MORGAN CHASE,TX,76199,July 3 1985,100540791,Chaya Volland,spouse,499232775
Sonny,Tyree,Strama,360447210,November 19 1989,10935 Schaffner Road,E BERNSTADT,KY,40729,August 18 1990,700947452,Malisa Allaband,parent,397431715
Hilton,Susannah,Zettlemoyer,132312119,September 29 1966,1406 Terri Avenue,DELL COMPUTERS,TX,78798,January 11 1991,446948552,Lillie Laigle,extended family,644749130
Jenee,Alfonzo,Costa,827652809,August 21 1992,0 Skalak Road,SACRED HEART LEAGUE,MS,38686,January 22 2016,824185924,Dottie Kolle,friend,876022818
Jasmine,Rosana,Wrightsman,133115850,July 29 1956,640 Front Street,COMMISKEY,IN,47227,November 16 2008,393726875,Halley Kuhr,child,499769371
Marlana,Cristie,Shufflebarger,422278279,May 4 1966,107 North 5th Street,BANKAMERICA CORPORATION,GA,30399,August 2 2003,765044282,Rickey Ahler,child,650915483
Apolonia,Sherri,Dancoes,108303235,December 15 1977,24 North Holland Street,ALBANY,GA,31703,June 20 1997,432135710,Jayna Dallman,parent,857139317
Long,Eloy,Appelt,644761713,January 1 1954,1720 Eagle Lake Road,WASTELLA,TX,79545,May 18 1986,919119451,Zena Millora,friend,384443209
Rupert,Serena,Labrake,218631633,November 12 1981, ,BOYLE,MS,38730,December 16 2004,325200778,Jerald Hoxie,extended family,895076722
Alphonse,Ok,Nyland,906746052,November 26 1957,0 Wilmer Porter Lane,WARTHEN,GA,31094,February 11 2006,730553380,Demetrius Dedier,friend,829367327
Debby,Velia,Botwinick,481048862,September 4 1972,26 West Austin Street,ATLANTA,GA,30342,July 9 1990,712292993,Daysi Gallik,parent,796581786
Ozella,Fiona,Durgin,815108782,September 1 1985,0 Wehring Road,TREETOPS VILLAGE,MI,49735,July 2 1999,993386698,Kristi Schlussel,friend,981788272
Melodi,Marisol,Bournes,606826302,September 19 1967,1258 Peters San Felipe Road,LAKE FOREST PARK,WA,98155,March 19 1988,662577033,Toshia Seahorn,spouse,981588523
Marquitta,Julianne,Nabity,302756235,August 4 1989,219 Briarwood Drive,PIGEON,MI,48755,July 13 1992,976927238,Adriana Gurule,friend,955687615
Kenny,Marita,Krider,617711059,July 22 1963,921 East 3rd Street,TARRYTOWN,TX,78703,January 17 2014,871527477,Erik Kafka,friend,791513439
Sidney,Gabriel,Lutjen,697305497,March 15 1967,26 East Obryant Street,SHELBYVILLE,TX,75973,March 31 1996,868904222,Hettie Sollock,other,684302984
Celine,Sherill,Buttimer,528123293,March 3 1986,1709 Eagle Lake  Road,BOWDOINHAM,ME,4008,August 2 2007,939863492,Sharron Loth,parent,374939247
Nidia,Darnell,Hollerud,602803606,December 29 1952,11411 North Fm 331,WEST PATERSON,NJ,7424,May 20 2015,659350151,Tammara Deralph,friend,801617867
Pura,Jewel,Dinho,363873135,July 5 1965,3757 Fm 2502,BURDOCK,SD,57735,October 13 1985,198696701,Corrine Dahl,spouse,200409554
Twila,Sherly,Lorelli,668398846,December 26 1976,0 Zievert/Luedke Road,BIGHILL,KY,40405,June 24 1994,799397300,Lonna Bayer,child,852830850
Marybeth,Marisa,Lockman,772998857,June 23 1953,0 Wesley Church Lane,HENDRICKSVLE,IN,47459,August 14 2003,609846433,Quinn Yeldon,parent,669758946
Maragaret,Neomi,Toadvine,631874090,December 6 1980,6464 Highway 36 North,NEWPORT,KY,41076,February 6 1996,363762943,Laverne Kornegay,spouse,142650307
Emerson,Melynda,Jellinek,699967287,April 7 1996,724 Bader Road,LILBOURN,MO,63862,May 27 2008,448517100,Ginger Jirjis,child,386046685
Efren,Gabriella,Tumpkin,941599749,February 6 1965,0 Lazy River Drive,CONIFER,CO,80433,February 4 1992,548336833,Loris Moster,sibling,244971757
Christel,Doreen,Sival,466897631,April 5 1973, ,MEDFORD,OR,97504,April 14 2015,375151963,Beckie Battson,extended family,392929977
Shawanna,Lizeth,Tilow,875129490,June 18 1955,0 South Fm 331,E GRAND FORKS,MN,56721,December 11 2010,418117885,Dawn Bendixen,sibling,855706118
Frank,Lissa,Boelk,984378009,October 10 1989,120 Brookside Lane,MEAD,WV,25915,July 28 1987,293517702,Luba Kapoi,child,507066526
Myrta,Shantay,Baumgarter,419646146,August 23 1962,0 Fm 1094,ROSBORO,AR,71921,October 8 2015,732357604,Madelaine Sorbello,parent,584445525
Mac,Elmer,Libbey,697984395,September 27 1957,0 Off Fm1456,PHOENIX,AZ,85061,June 20 1987,828107718,Faustina Vick,other,207675816
Mao,Angelika,Mathus,553004860,August 10 1983, ,SOUTHBURY,CT,6488,November 25 1992,758175665,Mirella Rosenfeldt,extended family,310921883
Kirby,Jenniffer,Knowiton,936367731,November 26 1958,3144 Centerhill Circle,CHI CHLL TAH,NM,87326,February 18 1991,701894379,Garth Holliman,child,284454747
Sunni,Ronnie,Wyss,244392780,September 23 1988,1619 Fm 3013,WILLOW RIDGE,NC,28410,July 31 2002,609573710,Tangela Darienzo,friend,212916568
George,Usha,Fulmore,132763429,March 7 1957,0 Highway 36 South,FLUSHING,MI,48433,May 25 1997,357360643,Cheryle Tuder,sibling,919309091
Candyce,Siu,Grassmyer,771742881,April 7 1977,0 South Loop 497,CLAREMORE,OK,74019,September 2 2006,832582892,Lala Rae,extended family,535934841
Malorie,Yevette,Rohrbacher,237459119,November 19 1972,588 Weeping Willow Road,BAYVILLE,NY,11709,February 26 2008,402590117,Zachariah Cassi,sibling,842443499
Terry,Nubia,Charley,156052797,October 22 1969,415 Meyer Street,PARKVILLE,MD,21234,September 4 2005,889570379,Patrick Troiani,parent,677523848
