Shonta,Sherice,Lan,624592750,September 17 1957
Ressie,Ouida,Bovian,712627298,July 26 1993
Cristal,Kristopher,Thumm,946470026,February 27 1986
Elza,Tonja,Mourad,844304989,September 5 1954
Christiane,Adrianna,Everette,147531310,January 18 1978
Rita,Carie,Makhija,906059865,October 10 1951
Cinthia,Chantell,Koski,140555475,June 6 1991
Gita,Rosalie,Vorwerk,990204582,November 2 1986
Ernest,Paulene,Lewy,352919907,November 5 1982
Ping,Emmie,Applewhite,979868135,February 24 1983
Benton,Farah,Keefauver,895342330,April 14 1958
Jennell,Lashon,Phoeuk,250369548,January 4 1974
Savanna,Rich,Gwillim,962864456,November 12 1996
Tora,Alexander,Kutil,721676435,March 4 1981
Marty,Waltraud,Elworthy,450290992,March 10 1996
Cecila,Lorie,Herbick,788733080,October 5 1967
Florence,Rob,Kommer,306642256,January 30 1965
Yasuko,Jene,Karsten,835967380,January 12 1983
Awilda,Elsie,Shadwell,263755553,June 29 1969
Freda,Marshall,Berlacher,968215238,April 8 1954
Roberto,Brice,Stricklind,260496674,October 31 1992
Candyce,Lorita,Lashua,600624402,May 8 1953
Danita,Ngoc,Sirolli,145828287,February 22 1994
Cassie,Willetta,Ballin,387491506,September 28 1970
Phebe,Barbera,Savoca,798118661,June 13 1994
Piper,Daria,Tudor,806810552,May 5 1977
Charline,Danyel,Beeson,103645588,February 6 1967
Emmanuel,Colette,Mcmeans,180618736,March 10 1983
Kasey,Sindy,Serge,120525651,December 30 1960
Torrie,Glynis,Fusco,307754331,June 20 1962
Rod,Dottie,Lobel,933735110,November 25 1986
Stefanie,Jamar,Esch,526817857,September 28 1982
Ozella,Saundra,Athayde,518130080,February 10 1950
Douglas,Pearly,Skrobacki,754064088,June 29 1951
Thomasine,Chrystal,Insognia,647252836,November 13 1978
Ines,Malcolm,Ciancio,549450888,May 14 1950
Jacinta,Rodolfo,Cluck,561246921,March 8 1977
Aliza,Wyatt,Calcara,129618114,October 2 1967
Cheryle,Jacques,Alcina,974603716,January 26 1979
Shayna,Cathey,Knapick,549342782,September 16 1957
Karon,Louis,Kinning,218121735,April 8 1970
Laverna,Barrie,Duesterhaus,122878445,October 12 1986
Hilde,Darci,Krallis,765958946,January 31 1968
Anna,Silas,Corella,918087269,July 14 1981
Carmelo,Bettie,Kiesser,461767599,December 8 1952
Claretta,Lawanda,Hasegawa,573652293,October 3 1976
Roselia,Reda,Ortman,583577503,November 26 1996
Rachell,Yadira,Kellogg,511839144,May 15 1982
Lauren,Madlyn,Sterley,348481506,August 15 1985
Maribeth,Karisa,Silverness,624875584,September 4 1959
Shera,Laronda,Crooked,570608970,June 13 1979
Mercy,Jenee,Dagenhart,835333331,December 25 1957
Darnell,Ivana,Beckfield,531867574,May 7 1961
Kena,Aundrea,Abuhl,682919029,September 28 1973
Karri,Marine,Willms,179199360,December 7 1996
Alissa,Eleanore,Zumot,389484836,May 14 1979
Andrea,Thomasena,Hawe,116526777,April 13 1960
Denyse,Lulu,Hawthorn,848217799,February 23 1958
Maryalice,Meaghan,Orengo,948241145,October 6 1975
Abbey,Gaylord,Bostock,573911571,April 19 1962
Tashia,Elias,Kvam,155279732,December 1 1964
Emilio,Winona,Mcroy,320701870,January 16 1963
Lien,Argelia,Digregorio,138003230,April 4 1975
Kendal,Thuy,Kadakia,208085728,March 22 1954
Joann,Altha,Chauvin,252871149,January 24 1988
Concepcion,Louis,Lockheart,411554633,July 28 1980
Katheryn,Deandra,Sandoval,355145938,May 21 1968
Maynard,Kam,Bosse,141557191,January 10 1983
William,Madison,Bruenderman,857561449,February 8 1962
Rosario,Marva,Gilhooley,304253217,February 3 1950
Selma,Gema,Horwitz,737271113,May 8 1961
Wanetta,Annette,Fleenor,664805969,August 16 1968
Sonja,Grover,Rehfeld,299843471,July 13 1980
Na,Alvaro,Herrin,903644966,December 10 1989
Stacey,Elisabeth,Berkley,211176310,July 8 1962
Billye,Hilma,Gates,107769375,May 24 1971
Daine,Sondra,Trulove,574728791,February 10 1953
Althea,Cathleen,Huski,791990047,March 8 1953
Karyl,Lavona,Defazio,593377136,October 20 1973
Raul,Modesta,Detjen,422951835,April 18 1951
Shonna,Mozell,Pretzel,360630459,December 7 1961
Sharilyn,Janel,Gugerty,975450907,May 26 1955
Selena,Ji,Killeen,765231080,December 19 1973
Warner,Leoma,Serice,994264885,December 3 1959
Cecila,Verna,Giordano,923825779,May 14 1959
Eura,Priscila,Mcdonald,353435331,January 13 1995
Loan,Pat,Kretsinger,328140674,August 6 1965
Margart,Izola,Tuorto,891356813,February 17 1988
Edwin,Evelin,Biley,372815251,May 4 1953
Solange,Joya,Guiterrez,276500540,October 17 1950
Penelope,Antony,Shabel,126833369,June 23 1978
Marshall,Thanh,Coots,902180975,April 23 1958
Jeraldine,Anjelica,Harpe,401600088,August 20 1951
Cherryl,Celine,Prazenica,176201349,December 27 1991
Alishia,Arletha,Noblitt,420610400,October 29 1957
Michiko,Shizuko,Millner,723914053,January 20 1989
Maybelle,Maggie,Champine,994983494,July 27 1983
Jenise,Karri,Curatolo,152316399,August 24 1974
Edda,Chong,Grana,383725685,June 23 1973
Glennie,Shena,Fonnesbeck,274074375,December 17 1954
Mary,Sheilah,Herman,662457492,April 9 1985
Stacey,Tabitha,Stemm,989312373,November 10 1980
Shameka,Sparkle,Rindone,426701146,November 8 1987
Annika,Ricarda,Goldbeck,299803670,September 17 1986
Ferne,Juliet,Cordova,520069029,May 26 1976
Phylis,Lillia,Schaeffler,944706369,August 5 1984
Gayla,Evelyne,Heisdorffer,650403905,March 7 1952
Brianne,Charise,Philo,413763452,November 11 1972
Gene,Alfonzo,Evers,151866724,January 18 1975
Marcy,Agnus,Arbo,307163179,June 22 1966
Karoline,Marylee,Ephraim,674105303,September 23 1985
Maryetta,Nikia,Drozdowicz,669961354,April 13 1986
Rory,Jay,Speciale,454110787,October 9 1973
Corrine,Joeann,Korbal,461714100,April 12 1965
Benton,Carlita,Affleck,317511742,May 2 1977
Lela,Maribeth,Mellas,612060003,September 29 1968
Angeles,Maryjane,Yarzabal,896386539,June 12 1984
Cindy,Mickey,Lynah,523410520,July 12 1955
Farrah,Deb,Steigerwalt,564900928,June 4 1992
Adriana,Lesia,Hanley,580335263,March 14 1950
Lillie,Ligia,Haydel,224093162,March 16 1988
Stephine,Brooke,Phurrough,209025687,February 21 1968
Tiesha,Elizabet,Liles,897017795,October 15 1977
Felica,Emile,Riesner,751438100,April 18 1950
Corina,Dante,Oshman,476487130,April 12 1986
Jacqueline,Carroll,Wiechec,809094239,April 9 1963
Jeremy,Kiana,Mennig,443278028,December 1 1964
Columbus,Shelly,Stuckmeyer,807478337,June 26 1980
Filomena,Shawanna,Adamos,403541272,April 14 1967
Inocencia,Marielle,Nilsby,999629557,July 28 1986
Berenice,Herman,Vanskike,483096812,June 28 1992
Ilana,Florrie,Klez,287686378,March 18 1958
Dori,Deadra,Peyser,833337449,June 9 1952
Isreal,Loren,Rathgeb,894285099,June 25 1973
Michael,Carter,Kleier,710805427,February 20 1993
Elmer,Chelsey,Mascroft,967022408,May 14 1995
Pura,Sun,Shipwash,769543404,July 14 1980
Korey,Sherill,Sidman,383526363,September 27 1965
Micha,Robby,Overbee,273637248,November 29 1957
Russell,Elmer,Mazyck,931590921,September 5 1953
Lila,Lovetta,Kraner,985730569,December 8 1962
Lecia,Leonia,Bergren,937556021,May 7 1987
Evon,Denice,Bi,196659519,August 11 1982
Yan,Chin,Dorson,280581508,February 27 1990
Dana,Patsy,Kintz,429872309,December 27 1967
Madie,Monty,Lanier,964285782,November 13 1961
Micah,Kirstie,Hauf,522296942,February 8 1975
Madalyn,Fidela,Burkett,778695530,May 4 1968
Minh,Katharine,Tindol,358318865,February 16 1953
Augustina,Ayanna,Thuman,812573699,August 28 1962
Risa,Joel,Troendle,515237223,March 5 1968
Belinda,Elana,Bolland,511630881,July 22 1995
Cathern,Damaris,Brentari,283877143,December 30 1996
Dora,Hilma,Leck,194247253,March 7 1971
Martina,Larae,Lovensheimer,416028744,August 10 1964
Marlon,Candelaria,Brechtel,260186280,May 28 1989
Caron,Terica,Loter,947330812,November 3 1969
Vicki,Jessika,Ondik,566107519,February 7 1988
Melody,Bruno,Murrieta,868574727,January 13 1974
Aracelis,Rachele,Ferran,505908710,August 20 1959
Lissette,Garry,Monarrez,205818085,April 23 1975
Walter,Stanley,Wekenmann,865161173,May 18 1978
Barbar,Fletcher,Benney,397997912,October 28 1986
Anibal,Charita,Luebbers,912947113,August 19 1963
Adrianne,Marcel,Fallaw,374941403,June 11 1987
Carlo,Qiana,Hallman,426752402,April 8 1986
Hyon,Rene,Bottini,375994145,June 8 1961
Bert,Stephania,Lesch,796887446,September 18 1970
Vita,Melissia,Vanproosdy,664315592,April 4 1993
Hubert,Corey,Pipkin,736067791,October 21 1963
Kiyoko,Jacque,Goodall,280813318,May 25 1952
Corazon,Dalene,Moyd,691833665,April 5 1986
Rex,Annalee,Sornsen,508467987,January 3 1980
Garnet,Dorothy,Fickbohm,768662967,March 18 1985
Micki,Sol,Fanizza,938399691,February 4 1952
Breanna,Hang,Whtie,961861621,October 13 1979
Saran,Annika,Bakeley,716585800,June 15 1974
Annalee,Jammie,Petite,965210562,November 27 1965
Angelique,Danica,Domenico,219994291,May 20 1993
Kathy,Jackson,Spraglin,572211711,April 5 1967
Chere,Bobbie,Friesen,745563448,May 13 1966
Cammie,Augustine,Barnaba,859595118,October 27 1971
Nakia,Allene,Cardin,269645525,August 22 1964
Melvin,George,Burdeshaw,539198944,April 24 1965
Lester,Anderson,Benscoter,741134309,February 24 1950
Miquel,Nicolasa,Mchugh,337780588,December 22 1963
Maurine,Jessika,Benek,142594761,September 30 1996
Keena,Deidre,Endres,515807651,October 13 1958
Tiffiny,Edwin,Pulver,191578496,April 10 1973
Steven,Donnie,Buschner,847552788,February 18 1996
Dessie,Florrie,Cordenas,952396892,September 30 1959
Teofila,Lanell,Goldsberry,142301546,May 13 1963
Abbey,Lajuana,Fugitt,497580149,December 8 1975
Shantel,Lance,Chester,106289450,January 18 1973
Marti,Xiao,Mcdannold,650906934,November 7 1964
Tess,Zackary,Fucci,897917345,January 6 1958
Cecily,Guillermina,Groshong,780265152,July 31 1981
Richard,Simone,Tynio,865336040,November 24 1972
Judi,Maile,Dotter,400906632,August 31 1963
Olene,Dana,Boullion,530824487,November 16 1971
Lannie,Ronald,Glickman,427281611,September 22 1967
Travis,Nina,Ienco,385367079,February 3 1954
Anabel,Sabra,Hollington,546166073,August 18 1963
Murray,Charlott,Soros,519020799,May 28 1986
Cathleen,Merle,Demasters,913993056,February 17 1984
Claud,Maxine,Ventresca,357287672,July 6 1970
Dwain,Lana,Pong,638128734,October 31 1966
Andria,Hettie,Geers,324698065,November 8 1953
Chae,Ellan,Jernberg,833436017,December 10 1977
Evette,Lanora,Majersky,767781312,February 22 1959
Margorie,Keren,Loncaric,742178407,January 18 1986
Georgianne,Christia,Hai,548848973,April 24 1960
Angel,Kris,Selke,924650645,September 13 1970
Lucius,Long,Schnackel,957535296,August 17 1971
Tajuana,Traci,Frame,519591111,December 12 1981
Naomi,Christeen,Dunemn,471500963,August 26 1987
Kory,Nathan,Witzel,104325301,July 31 1989
Scott,Kandy,Wesler,953476567,September 8 1964
Gladys,Jerry,Schott,263794030,January 27 1958
Shayne,Noah,Leeming,575949964,May 9 1984
Tera,Jerrie,Gebhart,481402951,December 2 1971
Paz,Carissa,Alvarenga,274025618,November 10 1976
Mitchell,Talisha,Yasika,761449059,February 17 1993
Katharine,Deadra,Pasculli,402731146,August 28 1982
Willow,Jonell,Malich,568379088,October 18 1961
Zackary,Leatha,Bussman,108427971,August 13 1961
Randa,Lorelei,Hunnell,850146631,December 15 1984
Cassie,Simone,Foutain,160801309,July 15 1995
Olympia,Kasha,Reiher,696478155,May 16 1952
Rey,Francis,Strazza,157647669,May 4 1956
Andree,Jinny,Salum,155141707,March 19 1995
Cristina,Pei,Murawski,739521370,November 19 1982
Charlie,Deeann,Vyas,194727425,January 28 1966
Noella,Jackie,Bankes,195108163,August 31 1970
Anitra,Mark,Bazzel,907581861,October 25 1963
Skye,Yon,Ruckdeschel,615515394,February 27 1990
Phuong,Galina,Kreul,505154283,December 20 1951
Theodora,Sharri,Pettersen,160742321,February 23 1977
Marlena,Nadia,Innocenti,276072935,April 20 1987
Nadine,Lourdes,Piccolo,633346063,March 17 1959
Jaleesa,Fatimah,Dodoo,777914755,June 26 1952
Destiny,Herschel,Hollinsworth,741363339,January 5 1971
Rowena,Rico,Whipp,282196528,January 28 1991
Tiera,Tanisha,Vanscoik,158184577,June 21 1991
Theo,Denny,Noakes,521118483,November 1 1968
Echo,Karisa,Lazard,214294380,April 7 1985
Carmel,Ashleigh,Erskine,218738982,August 5 1984
Patience,Cathy,Noud,552266553,March 20 1983
Liz,Eusebia,Nordsiek,470447183,August 20 1991
Mike,Ken,Skene,639495876,December 8 1957
Lanie,Jake,Chacon,646909980,June 17 1952
Velma,Jewell,Dudziak,114913271,July 14 1952
Jennie,Xuan,Uhlich,793370388,January 3 1969
Dominique,Alena,Shetlar,778104585,March 16 1953
Dewayne,Matilda,Riecke,915724395,December 3 1972
Karla,Ema,Bloch,848261592,November 3 1995
Johnna,Pei,Winemiller,851844994,October 5 1962
Jordan,Taren,Shaikh,292349892,July 1 1982
Junko,Lajuana,Phetphongsy,922990005,October 20 1975
Sherlyn,Gena,Vayon,467583507,March 9 1968
Rolanda,Julietta,Raquel,715841468,September 23 1974
Bradly,Eun,Starkson,643238151,July 11 1965
Elliott,Colin,Grasser,122988239,December 9 1956
Emilie,Maude,Calvert,166189857,November 8 1966
Bobbie,Chloe,Mcbride,447871963,September 25 1964
Herschel,Claud,Collett,348196943,February 22 1954
Felicita,Paulina,Marte,880954951,September 23 1970
Almeta,Clayton,Tullis,170401143,August 4 1979
Loretta,Jay,Duchon,565902492,March 19 1958
Enola,Valorie,Schuermann,891046806,February 9 1972
Lupita,Sang,Zeek,778862481,April 21 1995
Felipa,Morris,Matuszek,679931397,November 13 1985
Willie,Lindsay,Helems,838613629,May 25 1979
Armida,Misha,Conwell,691218669,July 2 1977
Yasmine,Alverta,Nunziata,190773830,September 5 1993
Merrill,Rosella,Demuth,783269389,November 18 1967
Aurelio,Jenette,Dessecker,772930612,May 23 1968
Shyla,Yuri,Muraski,338061243,February 2 1970
Cinthia,Tressa,Caborn,769184463,March 3 1954
Nathan,Joselyn,Sitra,366255037,January 3 1958
Jack,Fonda,Hoffler,419076458,December 5 1951
Fleta,Thi,Nguy,879383157,December 10 1981
Gayla,Lindsay,Schallig,216286564,May 10 1991
Niesha,Leonida,Babbin,495036637,July 4 1997
Hattie,Jeanelle,Tall,643108316,March 3 1983
Alessandra,Jude,Mytych,421050675,August 2 1980
Lissa,Lilly,Aronov,755985236,June 26 1956
Li,Consuelo,Precise,451958351,December 4 1954
Shandi,Shawana,Major,600979382,July 5 1995
Genny,Chiquita,Niemitzio,746512122,December 24 1977
Mathew,Londa,Anchondo,773765823,January 8 1959
Traci,Yuonne,Thate,934665349,February 16 1967
Margarita,Brynn,Esmay,291625798,December 13 1987
Julian,Percy,Sangren,801546698,October 11 1951
Brigitte,Conception,Bhatnagar,352155571,October 17 1989
Anika,Terrance,Tardy,594827259,April 21 1957
Yetta,Mia,Witthoft,869410022,February 6 1995
Terrilyn,Harriet,Pheasant,110335410,October 4 1977
Christy,Pat,Hoschek,499542939,December 7 1996
Gene,Arla,Landes,793369136,July 7 1959
Lyda,Bailey,Sawhill,758458899,August 20 1978
Irma,Alyse,Knobbe,494127943,July 19 1988
Leonardo,Vennie,Antolak,849511936,July 31 1952
Blossom,Scottie,Hesselink,483962151,September 2 1996
Sherril,Teofila,Barski,733017269,August 12 1997
Asa,Sophie,Knecht,353330205,December 26 1997
Allyn,Meagan,Blea,696619023,October 18 1951
Brigette,Alvina,Gentile,905764585,May 20 1959
Kallie,Lemuel,Stockner,208894252,December 6 1996
Vivan,Golda,Greising,647762735,January 25 1954
Arnita,Mckenzie,Lockie,532683587,September 14 1971
Sonny,Barrett,Saltmarsh,670017185,February 6 1952
Bella,Shameka,Roath,731412019,February 26 1985
Shannon,Dawne,Koopman,968141293,November 19 1982
Juan,Manda,Grabowiecki,155183863,February 10 1965
Ilse,Karl,Westbrook,663084841,June 14 1991
Sulema,Cari,Waynick,544973598,October 16 1971
Renita,Bernie,Dardy,834506388,July 26 1959
Annalisa,Althea,Jadoo,336243452,April 17 1994
Olevia,Bruno,Margaitis,160900011,September 13 1958
Daisey,Krysta,Chaleun,288448123,April 24 1982
Arnette,Jeffrey,Deschner,584379592,July 27 1978
Arletta,Gladys,Belli,166964045,March 26 1962
Tanna,Carlita,Rosal,956501921,July 21 1966
Jean,Micheal,Gegenheimer,279029391,June 4 1992
Rima,Millie,Candelario,724850157,June 18 1981
Berta,Stephen,Limbach,927504043,May 4 1996
Etsuko,Wilda,Cucchiara,243478264,May 3 1968
Rickey,Jose,Castejon,325055333,May 4 1953
Estela,Jonah,Sayco,518595863,December 30 1961
Elwood,Paula,Nordby,478322252,November 3 1952
Bo,Indira,Grijalva,273604577,July 5 1967
Coy,Manie,Eskenazi,145483034,April 9 1992
Jacquelyn,Clemmie,Maditz,354018731,May 29 1966
Gena,Mika,Voth,422400658,January 14 1992
Connie,Alia,Oblow,816840389,September 30 1962
Laverne,Mohammed,Prisock,770296091,January 30 1976
Jewel,Kenisha,Stoyanoff,114225985,November 7 1950
Stephine,Margurite,Gabriele,452029676,September 21 1984
Gertie,Aleshia,Baisch,496078356,August 1 1950
Adriene,Arianne,Slota,452078118,May 31 1984
Virgil,Paulette,Milder,508512961,December 6 1965
Mitsuko,Cyrus,Evick,366883549,October 11 1957
Carlie,Tori,Hazelton,947656980,July 1 1991
Pura,Tony,Gasmen,434318091,April 20 1994
Lazaro,Lesa,Outwater,363305526,October 15 1954
Marci,Blake,Kernodle,132633556,April 8 1962
Jennette,Zoe,Clubb,471635140,April 7 1960
Katharina,Flo,Bomilla,896720368,August 4 1954
Meta,Effie,Cromuel,487194958,November 26 1960
Valery,Gretchen,Wlodarczyk,841241019,May 3 1987
Ryann,Bethany,Delossantos,283190018,August 5 1979
Nicole,Lynette,Dille,631874456,January 8 1959
Sterling,Jody,Duncanson,126749512,January 19 1984
Leslie,Vincent,Hair,635341321,September 7 1988
Corrine,Nicol,Toto,658238731,September 15 1957
Brunilda,Evelina,Liversedge,301095994,January 21 1972
Renee,Nicole,Meler,616212160,July 2 1991
Mamie,Malisa,Vitiello,869775364,October 30 1954
Madelyn,Marvis,Kapfer,882496533,July 27 1972
Aracely,Tierra,Swonke,670083398,January 6 1993
Ethan,Vern,Chehebar,994995080,January 17 1993
Santiago,Ilene,Lytch,803343618,December 9 1976
Delia,Brinda,Cardoso,963673431,March 2 1991
Roy,Florentino,Deacy,237240629,April 10 1991
Lilly,Shad,Hillhouse,922057503,July 8 1961
Cathie,Ernie,Bedney,743253308,November 2 1990
Scotty,Sherilyn,Eikner,251373873,November 14 1983
Belinda,Deidre,Malleck,539099372,March 19 1960
Joshua,Avery,Krassow,155803381,May 20 1986
Kasi,Nubia,Heartsill,803497859,March 7 1976
Zoraida,Barbra,Guenthner,228502624,March 17 1957
Tawna,Jasper,Mostoller,548230567,April 9 1991
Ingeborg,Jason,Eskaran,192062464,June 19 1990
Linnea,Roscoe,Chenail,386553208,May 1 1993
Jodi,Johanna,Brause,791593264,May 30 1991
Lashay,Ike,Alterman,269367263,October 17 1984
Jeanmarie,Herb,Pait,361017811,May 31 1954
Dian,Anastasia,Zawistowski,155294322,July 13 1986
Minta,Melva,Plair,625463952,June 5 1995
Frances,Kyle,Locken,189168066,August 27 1983
Sidney,Christoper,Pine,776619670,April 1 1974
Corina,Mellie,Sears,728930415,July 1 1983
Garth,Dorla,Sedgwick,799968418,April 18 1951
Haywood,Adriane,Skarke,944131941,June 26 1989
Maurine,Vonda,Pouk,609075492,September 28 1979
Nanette,Adelaide,Honan,413026448,March 25 1966
Louetta,Marcelle,Mungo,673348301,November 17 1989
Jenae,Merideth,Botkin,839632915,May 27 1992
Titus,Sherie,Stalberger,412432394,August 22 1977
Grayce,Raelene,Propheter,859323146,June 30 1952
Fredrick,Cora,Holtzman,777806521,January 27 1957
Johnathan,Johanna,Manross,880874598,June 24 1969
Lannie,Malcom,Lu,685068720,August 13 1959
Nickole,Betty,Kiening,446087556,July 3 1979
Aundrea,Felecia,Sengstock,388409254,November 27 1990
Teressa,Felisha,Ceniceros,163771771,May 17 1986
Jerry,Jani,Bassani,271087218,July 10 1951
Rhett,Dawne,Scripps,174120298,February 14 1963
Sau,Jacquelynn,Calger,536287858,December 21 1950
Goldie,Felica,Bartel,520348198,September 14 1979
Season,Zina,Satow,725153309,April 6 1986
Terra,Chantal,Ayotte,387315486,February 14 1979
David,Demetrius,Derian,921349806,April 27 1954
Kimberly,Kaitlin,Kalbach,519197318,September 25 1996
Judie,Catrina,Muenzenberger,162247343,November 7 1985
Tomiko,Robbie,Bloczynski,549813572,March 21 1986
Michaela,Esther,Tigar,608321496,October 27 1971
Lizbeth,Maria,Kivela,986883414,January 17 1991
Rupert,Buck,Courts,597100943,June 10 1971
Inga,Sherryl,Mccain,844307306,March 28 1955
Queen,Karole,Mcclune,152933601,January 7 1975
Miss,Ashlea,Calvi,640869320,June 11 1958
Isaura,Theresa,Bartman,645762964,March 2 1970
Carmel,Shanelle,Bahrke,197955107,May 28 1953
Laronda,Isidra,Dymond,102423557,December 5 1962
Slyvia,Toby,Skoog,408637427,July 1 1979
Sherrill,Henry,Gallogly,513791813,January 22 1950
Jaquelyn,Otto,Urban,393625797,October 26 1984
Wanetta,Anitra,Lizama,346267100,June 16 1983
Fidel,Shila,Vinall,151128912,March 13 1986
Madalene,Kristian,Polyak,531995819,January 17 1963
Synthia,Arletta,Boria,784843376,November 19 1959
Aimee,Mariel,Robel,459165161,January 21 1970
Kendall,Amelia,Derasmo,411457074,June 20 1964
Robin,Sung,Judon,921445272,June 18 1997
Edmundo,Lavern,Wellenstein,902819771,March 16 1980
Jeanne,Louanne,Fallie,978799795,July 24 1963
Benita,Shari,Orourke,172058656,October 16 1973
Gail,Cherrie,Nagel,974654635,May 7 1974
Dallas,Marcellus,Fitzpatrick,123358310,July 17 1997
Cristopher,Jacklyn,Benno,495736669,October 19 1976
Mozella,Criselda,Soward,325028423,March 30 1983
Freeman,Silvia,Neblett,829384497,August 29 1954
Ona,Freida,Noblitt,750179804,June 21 1962
Antonia,Elenore,Maggio,502089481,August 15 1981
Dolores,Sonia,Alagna,641339624,January 5 1987
Shiloh,Rosena,Blackshear,585438685,May 21 1987
Tran,Karisa,Hoerner,569368213,January 16 1960
Justin,Gaynelle,Gundert,749175477,November 24 1956
Kenya,Sun,Paulauskis,964984677,August 11 1989
Ginette,Hae,Lenza,273132759,September 5 1955
Aubrey,Kaye,Gemmell,337151675,August 11 1950
Myesha,Pablo,Bristo,402379020,May 20 1993
Sang,Velvet,Wellenstein,557777963,May 4 1953
Faustina,Brice,Shofestall,424785719,June 26 1979
Muriel,Shayne,Yusuf,480130045,June 13 1977
Mirella,Rosalind,Rinaldis,253803763,November 5 1955
Shavonne,Henry,Hysom,479644023,May 27 1969
Sal,Louetta,Chudzinski,227637643,April 5 1950
Brian,Lecia,Kiper,413328897,December 24 1969
Debbi,Davina,Cianciulli,660032006,December 6 1997
Judson,Lavon,Blanchett,407672174,March 17 1974
Les,Serena,Hrapski,148021823,February 14 1959
Marylin,Delores,Cofran,217104882,December 18 1969
Abbie,Kasey,Stoudymire,613423541,March 18 1965
Lilla,Ada,Slark,975049664,July 9 1979
Marcie,Lilia,Burnside,712420486,July 10 1964
Wendolyn,Kina,Delfs,958946689,July 25 1974
Salina,Kathrin,Hendee,230873832,May 22 1968
Kamala,Myrle,Ledwell,848193736,December 9 1951
Bernardo,Cody,Wonser,111209545,July 19 1991
Chrissy,Jaymie,Brinius,400610631,May 14 1983
